"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"42279","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19,8.97
"42280","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.2,7.32
"42281","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.5,5.96
"42282","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.4,3.46
"42283","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.6,3.87
"42284","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,4.61
"42285","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.3,3.76
"42286","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.6,6.43
"42287","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.6,4.95
"42288","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,9.45
"42289","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.4,11.41
"42290","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.1,12.6
"42291","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",11.8,10.05
"42292","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.3,9.58
"42293","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.6,9.41
"42294","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.3,7.02
"42295","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.9,7.1
"42296","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.5,6.31
"42297","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,11.17
"42298","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.6,2.01
"42299","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20,2.35
"42300","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.3,2.02
"42301","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",11.5,3.26
"42302","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.2,3.43
"42303","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.1,6.28
"42304","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.2,7.97
"42305","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13,6.05
"42306","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",26.2,5.04
"42307","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,6.95
"42308","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13,6.62
"42309","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.5,3.26
"42310","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14,2.33
"42311","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.8,5.05
"42312","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22,3.97
"42313","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.9,3.66
"42314","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15,5.79
"42315","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.8,3.94
"42316","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.4,5.67
"42317","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",28,5.86
"42318","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",28.2,7.9
"42319","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.5,9.76
"42320","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,9.25
"42321","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14,10.35
"42322","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.8,9.05
"42323","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.3,11.27
"42324","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",10.5,12.4
"42325","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.5,11.83
"42326","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.2,12.06
"42329","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.6,10.96
"42330","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.7,8.96
"42331","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.3,6.27
"42332","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.5,6.92
"42333","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.6,9.47
"42334","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.7,10.16
"42335","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",10.7,10.94
"42336","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.5,8.01
"42337","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.5,8.25
"42338","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,8.63
"42339","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.5,10.89
"42343","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16,14.44
"42344","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",27.5,14.23
"42345","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",23.7,7.4
"42346","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.8,8.7
"42347","SIF0530131459DF","Pseudotsuga menziesii","Pseudotsuga menziesii",19.8,8.7
"42348","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.8,7.5
"42349","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20.5,7.3
"42350","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.6,6.6
"42351","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",10.7,3.3
"42352","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20.8,5.1
"42353","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",26.2,11.5
"42354","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",26.7,14.5
"42355","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.8,14.7
"42356","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",27.6,11.6
"42357","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.7,14
"42358","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.8,13.1
"42359","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.8,12
"42360","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",10,11.8
"42361","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.6,14.4
"42362","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",29.3,9.2
"42363","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",17.5,5.9
"42364","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",15.1,1.9
"42365","SIF0530131459DF","Pseudotsuga menziesii","Pseudotsuga menziesii",39,5.1
"42366","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.4,6.1
"42367","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",10.5,7.8
"42368","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22,8.9
"42369","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20.2,10.2
"42370","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.3,12.4
"42371","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",25.5,14.4
"42372","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",10,13
"42373","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.5,11.9
"42374","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.4,11.5
"42375","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24,14.1
"42376","SIF0530131459DF","Pseudotsuga menziesii","Abies concolor",15.9,13.9
"42377","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",14,10.4
"42378","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",15,8
"42379","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",29.3,7.4
"42380","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19,9
"42381","SIF0530131459DF","Pseudotsuga menziesii","Abies lasiocarpa var. arizonica",28.9,10.3
"42382","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",15.4,10.7
"42383","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,11.2
"42384","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.5,13.5
"42385","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",13.5,13.2
"42386","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",14.3,12.7
"42387","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",30.3,5.2
"42388","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.5,3.8
"42389","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.8,1.5
"42390","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20.4,1.9
"42391","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",14.5,1.9
"42392","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17,7.02
"42393","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.9,6.09
"42394","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.6,5.11
"42395","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",16.6,7.57
"42396","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.5,5.88
"42397","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.1,7.47
"42398","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",27.8,9.95
"42399","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",23.4,8.25
"42400","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.6,14.73
"42401","SIF0530131459DF","Pseudotsuga menziesii","Populus tremuloides",13,14.59
"42402","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",27.8,14.25
"42403","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.5,13.74
"42404","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",26.4,10.76
"42405","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.1,9.48
"42406","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.8,8.44
"42407","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19,8.97
"42408","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.2,7.32
"42409","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.5,5.96
"42410","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.4,3.46
"42411","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.6,3.87
"42412","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,4.61
"42413","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.3,3.76
"42414","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.6,6.43
"42415","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.6,4.95
"42416","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,9.45
"42417","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.4,11.41
"42418","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.1,12.6
"42419","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",11.8,10.05
"42420","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.3,9.58
"42421","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.6,9.41
"42422","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.3,7.02
"42423","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.9,7.1
"42424","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.5,6.31
"42425","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,11.17
"42426","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.6,2.01
"42427","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",20,2.35
"42428","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.3,2.02
"42429","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",11.5,3.26
"42430","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.2,3.43
"42431","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.1,6.28
"42432","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.2,7.97
"42433","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13,6.05
"42434","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",26.2,5.04
"42435","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,6.95
"42436","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13,6.62
"42437","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.5,3.26
"42438","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14,2.33
"42439","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.8,5.05
"42440","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22,3.97
"42441","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",21.9,3.66
"42442","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15,5.79
"42443","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",17.8,3.94
"42444","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.4,5.67
"42445","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",28,5.86
"42446","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",28.2,7.9
"42447","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.5,9.76
"42448","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.2,9.25
"42449","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14,10.35
"42450","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",12.8,9.05
"42451","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.3,11.27
"42452","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",10.5,12.4
"42453","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.5,11.83
"42454","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.2,12.06
"42457","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.6,10.96
"42458","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.7,8.96
"42459","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",13.3,6.27
"42460","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.5,6.92
"42461","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.6,9.47
"42462","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",14.7,10.16
"42463","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",10.7,10.94
"42464","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.5,8.01
"42465","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16.5,8.25
"42466","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",15.8,8.63
"42467","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",24.5,10.89
"42471","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",16,14.44
"42472","SIF0530131459DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",27.5,14.23
"42473","SIF0530131636ES","Picea engelmannii","Pinus flexilis",34.7,10.7
"42474","SIF0530131636ES","Picea engelmannii","Pinus flexilis",10.3,12.7
"42475","SIF0530131636ES","Picea engelmannii","Pinus flexilis",35.4,13.3
"42476","SIF0530131636ES","Picea engelmannii","Pinus flexilis",30.9,7.8
"42477","SIF0530131636ES","Picea engelmannii","Pinus flexilis",28,7.3
"42479","SIF0530131636ES","Picea engelmannii","Pinus flexilis",30,14.4
"42481","SIF0530131636ES","Picea engelmannii","Pinus flexilis",15.1,11.6
"42482","SIF0530131636ES","Picea engelmannii","Pinus flexilis",22.5,13.4
"42483","SIF0530131636ES","Picea engelmannii","Pinus flexilis",12.5,14.2
"42484","SIF0530131636ES","Picea engelmannii","Pinus flexilis",15.1,10.7
"42485","SIF0530131636ES","Picea engelmannii","Pinus flexilis",12.7,10.9
"42486","SIF0530131636ES","Picea engelmannii","Pinus flexilis",11.8,8.2
"42487","SIF0530131636ES","Picea engelmannii","Populus tremuloides",10.9,7.3
"42488","SIF0530131636ES","Picea engelmannii","Pinus flexilis",21.7,4.3
"42489","SIF0530131636ES","Picea engelmannii","Pinus flexilis",12.6,3
"42490","SIF0530131636ES","Picea engelmannii","Pinus flexilis",24.5,6.5
"42491","SIF0530131636ES","Picea engelmannii","Pinus flexilis",12.1,6.5
"42492","SIF0530131636ES","Picea engelmannii","Pinus flexilis",14.5,9.4
"42493","SIF0530131636ES","Picea engelmannii","Pinus flexilis",19.1,11.5
"42494","SIF0530131636ES","Picea engelmannii","Pinus flexilis",21.6,11.3
"42495","SIF0530131636ES","Picea engelmannii","Pinus flexilis",42.7,14.1
"42496","SIF0530131636ES","Picea engelmannii","Pinus flexilis",16.8,10
"42497","SIF0530131636ES","Picea engelmannii","Populus tremuloides",10,6.7
"42498","SIF0530131636ES","Picea engelmannii","Pinus flexilis",11.2,8.4
"42499","SIF0530131636ES","Picea engelmannii","Populus tremuloides",11.9,10.7
"42500","SIF0530131636ES","Picea engelmannii","Populus tremuloides",10,12
"42501","SIF0530131636ES","Picea engelmannii","Populus tremuloides",12.2,12.1
"42502","SIF0530131636ES","Picea engelmannii","Pinus flexilis",14.9,12.4
"42503","SIF0530131636ES","Picea engelmannii","Pinus flexilis",14,9.5
"42504","SIF0530131636ES","Picea engelmannii","Pinus flexilis",21,14.2
"42505","SIF0530131636ES","Picea engelmannii","Pinus flexilis",20,14.9
"42506","SIF0530131636ES","Picea engelmannii","Pinus flexilis",18,10.2
"42507","SIF0530131636ES","Picea engelmannii","Pinus flexilis",29.2,12.6
"42508","SIF0530131636ES","Picea engelmannii","Pinus flexilis",27.6,12.8
"42509","SIF0530131636ES","Picea engelmannii","Pinus flexilis",27.2,13.6
"42510","SIF0530131636ES","Picea engelmannii","Pinus flexilis",32,12.6
"42511","SIF0530131636ES","Picea engelmannii","Picea engelmannii",11,4.9
"42512","SIF0530131636ES","Picea engelmannii","Populus tremuloides",10,2.8
"42513","SIF0530131636ES","Picea engelmannii","Pinus flexilis",30.2,7.4
"42514","SIF0530131636ES","Picea engelmannii","Pinus flexilis",13,7.5
"42515","SIF0530131636ES","Picea engelmannii","Pinus flexilis",28.9,8
"42516","SIF0530131636ES","Picea engelmannii","Pinus flexilis",23.2,6.9
"42517","SIF0530131636ES","Picea engelmannii","Pinus flexilis",40.7,7.3
"42518","SIF0530131636ES","Picea engelmannii","Populus tremuloides",15,11.3
"42519","SIF0530131636ES","Picea engelmannii","Pinus flexilis",25.1,13.9
"42520","SIF0530131636ES","Picea engelmannii","Pinus flexilis",34.9,13.8
"42521","SIF0530131636ES","Picea engelmannii","Pinus flexilis",27.5,10.1
"42522","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",28.5,3.1
"42523","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",22.5,12.5
"42524","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",13.2,13.9
"42525","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",32.2,11.9
"42526","SIF0531130829SF","Abies lasiocarpa","Pinus aristata",21.1,12.8
"42527","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",21,13.2
"42528","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14.3,14.2
"42529","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",36.1,14.8
"42530","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",20,12.5
"42531","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",38,14.2
"42532","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",15.6,11.2
"42533","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",23,10.3
"42534","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",15.4,9.3
"42535","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",37.1,6.6
"42536","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",21.9,7
"42537","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14.7,6.4
"42538","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",15.3,7
"42539","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",15.2,8.6
"42540","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",13,13.5
"42541","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",16.3,13.6
"42542","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",13.2,15
"42543","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",20.3,12
"42544","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",42.2,11.2
"42545","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",42,14.1
"42546","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",25.2,13.1
"42547","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",40.9,13.8
"42548","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",52,13
"42549","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",31.4,7.2
"42550","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10.1,6.5
"42551","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",13,10.3
"42552","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",13.2,11.4
"42553","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",13,15
"42554","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14,15
"42555","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",17,14.3
"42556","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",21,12
"42557","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",11.3,12
"42558","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10.3,12.5
"42559","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",15.9,11.8
"42560","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",16.9,13.2
"42561","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",31.9,14.8
"42562","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14,14.6
"42563","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",15.2,13.1
"42564","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10,12.6
"42565","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",27,4.3
"42566","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",26.3,4.3
"42567","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",40,4.2
"42568","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",11,12.8
"42569","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",21.2,5.5
"42570","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",17.5,6.4
"42571","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",16,6.1
"42572","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",36.2,8.1
"42573","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa",29.4,9.2
"42574","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",40.3,8.7
"42575","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",10.3,9.7
"42576","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",11.7,11.2
"42577","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",35.5,12.2
"42578","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14.7,12.4
"42579","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",26,1.9
"42580","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",22,3.4
"42581","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",34,8.84
"42582","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",30,11.83
"42583","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",31.6,14.83
"42584","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",25.1,12.35
"42585","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",25.2,13.1
"42591","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",18.2,13.2
"42593","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",27,14.36
"42594","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",44,13.36
"42597","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",22.5,11.99
"42598","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",16.2,13.38
"42599","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",26.9,14.37
"42601","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",12.3,15
"42602","SIF0531130829SF","Abies lasiocarpa","Populus tremuloides",15.2,13.06
"42603","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10,13.59
"42604","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",17.2,13.1
"42605","SIF0531130829SF","Abies lasiocarpa","Populus tremuloides",11.1,12.71
