"","Transect","Species","Elev","Tree","Tag","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980","1979","1978","1977","1976","1975","1974","1973","1972","1971","1970","1969","1968","1967","1966","1965","1964","1963","1962","1961","1960","1959","1958","1957","1956","1955","1954","1953","1952","1951","1950","1949","1948","1947","1946","1945","1944","1943","1942","1941","1940","1939","1938","1937","1936","1935","1934","1933","1932","1931","1930","1929","1928","1927","1926","1925","1924","1923","1922","1921","1920","1919","1918","1917","1916","1915","1914","1913","1912","1911","1910","1909","1908","1907","1906","1905","1904","1903","1902","1901","1900","1899","1898","1897","1896","1895","1894","1893","1892","1891","1890","1889","1888","1887","1886","1885","1884","1883","1882","1881","1880","1879","1878","1877","1876","1875","1874","1873","1872","1871","1870","1869","1868","1867","1866","1865","1864","1863","1862","1861","1860","1859","1858","1857","1856","1855","1854","1853","1852","1851","1850","1849","1848","1847","1846","1845"
"39","CO","POTR","M","14H","POTR-M-14H",0.6185,0.959,1.191,0.972,0.914,1.2275,1.132,1.366,1.118,0.841,0.988,0.7295,1.048,0.8695,0.851,1.035,1.2715,1.2205,1.0615,0.976,1.0615,1.0965,1.14,1.206,1.0365,1.558,1.0095,0.905,1.227,1.621,1.9235,1.583,1.8555,1.4315,1.646,1.6645,1.202,1.743,1.8825,1.3795,1.577,1.137,1.2935,2.1205,2.252,1.821,1.624,0.9565,2.3455,2.482,1.6705,1.6145,1.7375,1.641,1.656,1.949,3.22,2.0055,2.839,2.665,2.5685,2.4875,2.56,3.0615,3.6445,3.1305,3.185,2.947,3.244,1.8795,2.656,3.8775,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","CO","POTR","M","14L","POTR-M-14L",0.718,1.0385,1.249,1.4095,1.6085,1.6875,1.74,1.445,1.473,1.0645,1.188,0.9895,1.326,1.188,1.4455,1.528,1.598,1.9045,1.7085,1.4755,1.519,1.977,1.9625,1.605,1.2935,2.243,1.4165,1.658,1.902,2.045,2.557,2.2635,2.666,1.8115,1.9445,1.956,1.7275,1.9375,2.209,1.4465,1.5025,1.4545,1.507,2.4285,2.185,1.4545,1.368,0.88,2.4285,2.3635,1.7,1.6885,1.6385,1.7145,2.0595,2.037,3.0045,1.6075,2.547,1.89,1.688,2.016,2.5025,1.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","CO","POTR","M","15H","POTR-M-15H",0.4345,0.7945,0.9405,0.694,0.7995,1.4905,1.151,1.1615,1.32,0.8365,1.031,0.5815,0.8695,0.694,0.5935,0.829,1.328,0.6445,0.882,0.8885,1.1615,1.029,0.8585,1.04,0.5885,0.8515,1.011,0.8745,1.248,1.316,0.914,0.755,1.0865,1.1825,1.0515,0.7935,0.6385,1.128,0.9285,0.861,1.008,0.6655,0.8245,0.977,0.8245,1.124,0.9565,0.995,1.207,1.3695,1.1575,1.036,1.3445,0.945,0.9545,0.9585,1.6905,0.833,1.1505,0.96,1.0035,0.892,1.033,0.98,0.5755,1.2115,0.9985,1.0085,0.9035,0.4945,0.471,0.96,1.1295,1.352,0.9905,1.5395,1.48,1.7425,1.4035,0.851,1.4565,1.357,1.475,1.6945,2.1275,1.3235,1.6425,2.0295,1.2855,1.207,1.1665,0.791,1.0105,3.3515,3.1025,2.1185,1.5575,1.615,0.987,1.106,1.263,1.799,1.841,1.1315,1.5195,1.8385,1.5965,2.167,2.1805,0.97,2.0045,1.1675,2.267,2.418,2.481,2.8975,2.391,2.015,1.885,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","CO","POTR","M","15L","POTR-M-15L",0.378,0.507,0.735,0.4905,0.4395,0.798,0.463,0.8165,0.702,0.4925,0.4475,0.445,0.364,0.438,0.4685,0.499,0.6925,0.3515,0.659,0.7395,0.778,0.499,0.903,0.809,0.681,0.6985,0.5365,0.508,0.5065,0.934,0.994,0.727,1.1775,1.3215,1.231,1.3915,0.621,1.0385,0.6015,0.8835,0.8825,0.7455,0.74,0.9475,0.9305,1.0745,0.7155,0.706,0.9855,1.2265,0.845,0.988,0.9575,1.1635,1.132,1.278,1.504,0.898,1.2995,1.1855,1.151,0.997,1.0245,0.84,0.765,1.36,1.2765,0.9295,0.81,0.622,0.7935,1.041,1.4335,1.8935,1.4515,1.9255,2.209,2.249,1.6355,1.278,1.814,1.5515,1.8985,1.931,2.381,1.511,1.9765,2.0865,1.8515,1.5945,1.5365,1.0945,0.801,2.947,3.706,2.778,2.819,2.5495,2.257,2.674,2.508,2.8485,3.2805,2.6345,3.37,3.4315,3.004,3.694,3.5465,3.7105,2.804,2.546,2.882,2.214,3.294,2.314,2.558,2.89,2.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","CO","POTR","M","2H","POTR-M-2H",0.474,1.6915,1.929,1.7295,1.418,1.8245,2.014,2.1685,1.828,1.761,1.681,1.0645,1.6695,1.576,1.2385,1.5005,2.2595,2.235,2.1795,2.0735,2.758,2.357,2.582,1.902,1.8235,2.3595,2.2245,1.599,1.5195,2.5465,2.8645,1.866,2.13,2.039,2.181,2.3745,1.508,1.734,2.1725,0.732,2.5895,1.9645,2.0795,3.2175,3.6135,2.866,3.915,4.724,4.049,3.896,4.7225,4.284,3.6285,4.411,5.41,3.014,6.972,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","CO","POTR","M","2L","POTR-M-2L",0.5505,1.345,1.9065,1.6715,1.578,2.087,1.97,1.774,1.696,1.227,1.452,1.1455,1.6895,1.686,1.5335,1.533,2.227,2.406,2.4695,2.263,2.1185,2.293,2.377,1.716,1.08,1.6385,1.5825,1.802,1.973,2.658,3.657,2.2725,2.1525,2.172,2.47,2.3005,1.999,2.357,2.809,2.3895,2.655,2.2885,2.0905,3.268,3.5475,2.514,2.714,2.613,3.339,2.7905,1.8375,2.4165,2.2795,2.5245,2.49,2.791,3.858,3.0205,3.393,3.5395,2.7575,2.4,2.038,1.4935,2.5775,2.154,3.428,2.898,1.924,3.276,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","CO","POTR","M","3H","POTR-M-3H",0.2925,1.2855,0.9485,0.8825,0.4745,0.558,0.782,0.847,0.5395,0.575,0.46,0.3745,0.431,0.878,1.0015,0.9965,0.838,1.4265,1.6225,1.287,1.6615,1.4475,1.546,0.9415,0.802,0.7885,0.698,0.568,0.906,1.2765,1.4525,0.7455,0.523,0.824,0.904,0.826,0.796,0.8095,0.787,0.6995,0.9575,0.7945,0.745,1.133,1.2135,0.8375,1.248,1.669,2.646,2.49,2.6555,1.5835,0.76,0.4675,0.9975,1.4465,1.5205,1.395,1.4905,0.6225,0.4305,0.4525,0.543,0.552,0.6175,1.265,0.991,0.4965,0.4535,0.506,0.4325,0.6265,0.713,0.7385,0.9945,1.423,1.4605,1.0055,0.751,0.612,0.7675,0.641,0.674,1.219,1.31,1.4,1.8415,1.298,1.0625,1.441,1.051,1.2075,1.4565,1.3285,0.9545,0.992,1.347,1.2005,0.961,1.682,1.794,2.09,1.572,1.175,1.296,1.4565,1.7585,1.38,1.706,1.205,1.5525,0.6165,0.691,1.064,1.18,1.6935,1.114,0.9805,1.2825,1.2335,1.0055,0.9255,1.188,0.74,2.77,1.552,2.43,3.063,2.05,2.501,3.149,2.802,2.387,2.326,1.395,2.332,3.503,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CO","POTR","M","3L","POTR-M-3L",0.324,1.157,1.352,1.0725,0.8715,0.7125,1.1955,0.9115,0.748,0.953,0.757,0.725,0.851,0.9305,1.087,0.9565,1.282,1.649,2.2775,1.594,1.8935,1.647,1.8455,1.829,1.2805,1.488,1.5345,1.4225,1.8395,1.943,2.396,1.816,2.153,1.4765,1.4995,1.405,1.1005,1.589,1.5705,1.851,1.7325,1.9955,2.0505,2.29,2.919,1.9465,1.675,1.1555,1.507,1.976,1.377,1.556,1.179,1.346,1.494,2.148,2.113,1.178,1.32,1.108,1.107,1.11,1.597,1.787,1.256,1.622,1.774,1.73,1.002,0.586,0.936,1.249,1.728,1.464,1.395,1.835,1.333,1.656,0.852,0.758,1.14,0.695,0.8,1.768,2.151,2.181,2.364,1.793,1.727,1.823,1.701,2.212,2.366,1.748,1.551,1.619,1.993,1.3,1.289,1.797,2.085,2.018,1.322,1.257,2.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","CO","POTR","M","4H","POTR-M-4H",0.872,2.0565,2.8505,2.38,1.331,2.4775,3.127,3.708,2.866,2.6815,2.46,1.0415,2.3455,2.4825,1.7855,0.7335,2.2585,2.4745,2.8735,2.5725,2.661,3.347,3.062,2.5705,2.432,1.989,2.318,2.544,3.4305,3.0775,3.2675,3.519,2.995,3.8315,2.8335,2.479,2.1965,1.593,1.971,1.342,1.1895,0.716,1.0115,1.4775,1.1455,0.906,2.1665,1.668,1.837,1.5575,1.8975,1.3525,1.6625,1.851,1.8435,2.2595,1.716,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","CO","POTR","M","4L","POTR-M-4L",0.7005,1.69,2.3675,1.9115,2.295,2.104,2.249,2.752,2.5985,2.141,2.0015,1.359,2.5805,2.317,2.921,1.7605,2.25,2.554,3.638,2.4325,3.2685,3.499,4.1655,3.553,3.1265,1.37,3.0085,3.2635,3.612,2.8545,2.919,2.2105,2.2905,2.342,2.397,1.544,1.0715,1.4775,2.1055,1.2375,0.7825,0.4755,0.791,1.1285,1.464,1.6005,2.506,2.623,2.199,2.6475,2.53,2.0245,2.284,2.135,1.955,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","CO","POTR","M","5H","POTR-M-5H",0.3165,2.9435,1.9215,2.183,0.8655,1.355,2.872,3.0115,2.159,1.5795,1.763,2.046,2.036,2.011,2.8435,2.467,3.08,3.2435,3.5405,2.8225,2.9765,3.2935,3.4845,2.3685,0.856,3.5105,3.4875,3.5655,4.56,3.357,3.328,2.386,1.559,2.6735,2.487,2.417,2.573,2.877,1.8265,0.595,2.893,1.0935,0.8505,1.477,1.269,1.2455,1.666,1.87,1.436,1.3955,1.8555,2.191,0.7895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","CO","POTR","M","5L","POTR-M-5L",0.798,2.5105,3.5555,3.102,2.209,2.9,2.811,3.1125,2.8345,2.4935,2.201,2.3055,2.524,2.6295,2.204,1.583,2.5105,3.0445,3.3125,2.3995,2.541,3.562,3.2645,3.3495,3.0185,3.2675,3.419,3.79,4.0255,3.472,3.4725,2.603,3.5695,2.767,2.9035,1.9995,2.1475,2.2075,3.9615,1.6795,2.1565,0.8565,0.675,0.8215,0.575,0.447,0.7295,0.3325,0.214,0.594,0.762,1.2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","CO","POTR","M","6H","POTR-M-6H",0.526,1.381,2.1345,1.2075,1.126,1.714,1.72,2.498,1.835,1.2215,1.248,0.9525,1.87,1.897,1.687,2.239,2.143,3.0385,2.735,2.2475,2.0465,2.243,2.633,2.362,1.269,2.5605,3.043,2.587,3.21,3.057,3.4585,3.0825,3.252,3.186,3.105,2.8925,1.6925,2.2005,2.681,2.566,2.0845,0.902,0.6015,1.2105,2.174,1.5325,2.1905,1.4925,1.9165,2.5575,2.3175,2.4455,1.734,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","CO","POTR","M","6L","POTR-M-6L",0.6585,1.438,2.6435,1.6635,2.082,2.4195,2.336,2.7545,2.816,2.004,2.037,1.243,2.0735,2.2685,1.815,1.8615,2.708,2.103,3.3715,2.4735,2.528,3.631,3.9175,2.9735,1.4985,3.555,3.235,3.946,3.227,2.9395,3.8215,2.1485,2.5675,2.1675,2.787,2.1785,2.335,3.009,4.549,3.8235,2.597,0.424,0.8395,1.267,0.2235,0.4585,0.956,0.2655,1.884,1.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","CO","POTR","M","7H","POTR-M-7H",0.5225,1.921,2.021,2.096,1.9305,1.822,2.493,3.006,2.913,1.8635,2.068,1.1835,2.902,2.9515,2.427,1.8025,2.6895,3.2165,2.531,2.5405,2.8955,3.6565,3.088,2.837,2.5255,1.864,3.159,2.707,3.0545,3.7855,3.586,3.9025,2.965,3.2875,2.6995,1.808,1.354,1.5655,1.536,0.9765,1.8595,1.5385,1.4655,1.813,1.7855,1.69,2.452,2.3095,2.708,3.41,3.1425,2.6355,2.9195,2.532,2.704,2.395,2.366,3.4565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","CO","POTR","M","7L","POTR-M-7L",0.5155,2.1695,2.4145,1.882,2.158,2.4525,3.0915,3.2805,2.816,2.6535,2.752,1.6665,2.8765,2.8525,2.294,1.436,2.5635,2.8845,3.7535,2.8015,3.4585,3.8115,3.173,3.869,2.9185,1.1615,3.607,2.74,3.1605,3.248,3.098,2.5695,2.381,3.3295,2.365,2.395,1.9775,1.559,1.9055,1.404,0.9235,0.9135,1.8205,1.576,1.847,2.098,2.974,1.259,2.538,2.35,2.529,1.959,2.357,2.578,2.295,2.758,3.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","CO","POTR","M","8H","POTR-M-8H",0.6135,1.8425,2.216,1.6315,1.711,1.8735,2.446,1.761,1.643,1.9405,1.9095,0.955,1.6755,2.0665,2.194,2.209,2.0755,2.132,2.965,1.898,2.8485,3.2255,3.656,3.04,2.0435,1.196,2.0715,2.007,1.853,2.2635,2.533,2.0225,2.015,1.7105,2.4195,1.807,1.768,2.3585,2.6505,2.4535,2.142,2.4615,2.208,2.975,2.826,2.385,2.9185,2.6535,2.745,3.0555,3.2355,0.979,1.285,1.323,1.151,1.52,1.556,1.027,0.716,0.252,1.15,1.536,0.846,0.926,0.885,1.602,0.737,0.703,0.69,0.229,0.539,0.836,1.122,1.18,1.007,1.383,1.485,1.637,1.404,0.928,0.872,0.912,0.745,1.494,1.843,0.941,1.19,1.094,0.825,0.87,1.168,1.002,1.524,1.941,1.226,1.17,1.382,1.309,1.148,1.426,1.156,1.314,0.644,0.841,0.996,1.315,1.428,2.245,1.858,1.548,1.158,0.93,0.473,0.737,1.798,2.562,1.412,1.57,1.467,1.221,1.345,1.447,1.198,1.82,1.838,1.997,2.207,6.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","CO","POTR","M","8L","POTR-M-8L",0.2445,1.0525,1.4175,0.719,0.568,0.658,0.7465,0.8325,0.756,0.823,0.788,0.57,1.034,1.0215,0.8205,1.3955,1.078,1.502,1.7175,1.3435,1.6545,1.8265,2.4425,2.5145,2.2925,2.553,2.9605,2.7145,1.728,1.9725,1.612,2.2505,2.255,1.485,2.1695,1.3845,1.284,1.7955,1.891,1.4225,2.198,2.734,1.6315,2.492,2.4755,1.4025,2.652,2.1535,2.991,3.208,2.72,2.3825,3.741,2.49,2.3595,2.786,2.642,3.077,2.886,2.05,1.138,1.359,1.068,0.75,0.758,1.177,1.094,0.493,0.548,0.22,0.505,0.983,1.077,1.895,1.522,1.809,1.154,1.189,1.159,0.886,1.293,1.437,0.756,1.834,2.109,1.912,1.81,1.01,1.305,1.483,1.203,1.647,2.048,2.32,2.151,2.268,1.555,1.087,1.404,2.308,2.196,2.651,1.543,1.4,0.732,1.124,1.583,1.814,1.133,1.439,1.119,1.277,0.879,1.084,1.922,2.36,2.046,1.212,0.832,1.072,1.192,1.277,0.861,1.327,1.955,2.27,3.722,3.571,2.479,2.61,3.191,3.628,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","CO","POTR","M","9H","POTR-M-9H",0.34,0.769,1.031,0.4685,0.3235,0.7465,1.873,1.8355,1.106,0.782,0.66,0.4825,1.097,1.567,1.2295,0.974,1.366,1.6145,1.8475,1.6105,1.9235,1.8215,1.401,1.0435,0.747,1.0415,1.237,1.223,1.268,2.2415,2.7565,1.4925,1.21,1.1835,1.3885,1.516,0.798,1.307,1.4085,0.65,1.5745,1.23,1.5545,2.0765,2.4075,1.7645,2.2285,2.427,2.511,2.278,2.5955,1.9025,1.1835,0.945,1.0855,1.407,2.2285,1.7965,2.1905,1.545,1.375,1.1455,1.114,1.0315,0.5065,0.987,1.2335,0.8635,0.9705,0.432,0.5955,1.1605,1.47,2.019,1.7145,2.0165,2.1025,1.785,1.3615,1.161,1.632,1.789,1.2925,1.7815,2.1895,1.814,2.294,2.2335,2.1705,1.762,1.5735,1.93,2.4625,2.5425,2.076,1.8455,2.0255,2.138,1.822,2.73,2.291,2.7325,3.027,1.7975,2.6485,2.5065,3.5485,3.001,3.076,1.65,2.676,2.163,3.002,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CO","POTR","M","9L","POTR-M-9L",0.5595,2.651,3.6935,2.561,2.0775,2.0815,2.501,2.474,2.4495,1.886,1.9395,1.4545,2.071,1.718,1.4025,1.4345,2.0885,2.1775,2.459,2.565,2.5575,2.52,2.7185,2.393,2.1005,2.2315,2.4605,1.102,1.778,3.6105,4.287,3.033,2.2835,2.046,2.778,3.196,2.522,3.272,4.35,3.987,4.401,2.6925,3.333,3.541,4.429,2.624,3.3535,3.461,3.913,2.9105,2.4745,2.4335,2.3055,2.6845,2.3125,3.762,4.326,3.432,2.489,2.152,2.496,4.188,11.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
