Stand,Year,Lat,Long,Plus or Minus (Ft),Tag,Species,DBH,Canopy,Old notes--Caution: Many likely not matched with correct tree!,New notes,
SPRY,2011,,,,R20,Tsme,30.7,n,,,
SPRY,2011,,,,R20,Abla,11.4,n,,,
SPRY,2011,,,,R20,Abla,14.6,n,,,
SPRY,2011,,,,R20,Abla,30.8,n,,,
SPRY,2011,,,,R20,Abam,19.8,n,,,
SPRY,2011,,,,R20,Abam,11.4,n,,,
SPRY,2011,,,,R20,Abam,66.6,y,,,
SPRY,2011,,,,R20,Tsme,10.3,n,,,
SPRY,2011,,,,R20,Abam,21.7,n,,,
SPRY,2011,,,,R20,Abam,25.5,n,,,
SPRY,2011,,,,R20,Cano,24.6,n,,,
SPRY,2011,,,,R20,Abla,28,y,,,
SPRY,2011,,,,R20,Abam,40.6,y,,,
SPRY,2011,,,,R20,Tsme,38.5,y,,,
SPRY,2011,,,,R20,Abam,41.2,n,,,
SPRY,2011,,,,R20,Abam,30.9,n,,,
SPRY,2011,,,,R20,Abam,15.2,n,,,
SPRY,2011,,,,R20,Abam,42.5,n,,,
SPRY,2011,,,,R20,Abam,46.9,n,,,
SPRY,2011,,,,R20,Tsme,27.8,n,,,
SPRY,2011,,,,R20,Tsme,18.2,n,,,
SPRY,2011,,,,R20,Tsme,16.5,n,,,
SPRY,2011,,,,R20,Abam,31.1,n,,,
SPRY,2011,,,,R20,Abam,86.9,y,,,
SPRY,2011,,,,R20,Tsme,14.5,n,,,
SPRY,2011,,,,R20,Tsme,14.4,n,,,
SPRY,2011,,,,R20,Abam,43.3,y,,,
SPRY,2011,,,,R20,Tsme,10.1,n,,,
SPRY,2011,,,,R20,Abla,46.1,y,,,
SPRY,2011,,,,R20,Abam,10.3,n,,,
SPRY,2011,,,,R20,Abla,18.5,n,,,
SPRY,2011,,,,R18,Tsme,10.3,n,,,
SPRY,2011,,,,R18,Tsme,12.9,n,,,
SPRY,2011,,,,R18,Abla,32.6,n,,,
SPRY,2011,,,,R18,Abla,30,n,,,
SPRY,2011,,,,R18,Abla,16.2,n,,,
SPRY,2011,,,,R18,Tsme,24.3,n,,,
SPRY,2011,,,,R18,Tsme,14.2,n,,,
SPRY,2011,,,,R18,Abam,38.2,n,,,
SPRY,2011,,,,R18,Tsme,20.4,n,,,
SPRY,2011,,,,R18,Abam,43.5,y,,,
SPRY,2011,,,,R18,Abam,14.3,n,,,
SPRY,2011,,,,R18,Tsme,11.6,n,,,
SPRY,2011,,,,R18,Abla,65.8,n, broken top,,
SPRY,2011,,,,R18,Abam,20,n,,,
SPRY,2011,,,,R18,Tsme,20.7,n,,,
SPRY,2011,,,,R18,Abla,24.3,n,,,
SPRY,2011,,,,R18,Abla,10.4,n,,,
SPRY,2011,,,,R18,Abla,10.8,n,,,
SPRY,2011,,,,R18,Abla,16.8,n,,,
SPRY,2011,,,,R18,Abam,23.6,n,,,
SPRY,2011,,,,R18,Abla,22,n,,,
SPRY,2011,,,,R18,Abam,31.3,n,,,
SPRY,2011,,,,R18,Tsme,13.6,n,,,
SPRY,2011,,,,R18,Abam,28,n,,,
SPRY,2011,,,,R18,Abla,10,n,,,
SPRY,2011,,,,R18,Cano,16.2,n,,,
SPRY,2011,,,,R18,Cano,10,n,,,
SPRY,2011,,,,R18,Cano,13.5,n,,,
SPRY,2011,,,,R18,Tsme,11.6,n,,,
SPRY,2011,,,,R18,Cano,12.4,n,,,
SPRY,2011,,,,R18,Abam,66.2,n,,,
SPRY,2011,,,,R18,Abam,78.8,y,,,
SPRY,2011,,,,R17,Abla,16.2,n,,,
SPRY,2011,,,,R17,Tsme,24.3,n,,,
SPRY,2011,,,,R17,Tsme,14.2,n,,,
SPRY,2011,,,,R17,Abam,38.2,n,,,
SPRY,2011,,,,R17,Tsme,20.4,n,,,
SPRY,2011,,,,R17,Abam,43.5,y,,,
SPRY,2011,,,,R17,Abam,14.3,n,,,
SPRY,2011,,,,R17,Tsme,11.6,n,,,
SPRY,2011,,,,R17,Abla,65.8,n, broken top,,
SPRY,2011,,,,R17,Abam,20,n,,,
SPRY,2011,,,,R17,Abam,28,n,,,
SPRY,2011,,,,R17,Abla,10,n,,,
SPRY,2011,,,,R17,Cano,16.2,n,,,
SPRY,2011,,,,R17,Cano,10.7,n,,,
SPRY,2011,,,,R17,Cano,13.5,n,,,
SPRY,2011,,,,R17,Cano,12.4,n,,,
SPRY,2011,,,,R17,Abam,66.2,n,broken top,,
SPRY,2011,,,,R18,Abam,42.1,n,,,
SPRY,2011,,,,R18,Tsme,87.5,y,,,
SPRY,2011,,,,R18,Tsme,32.5,n,,,
SPRY,2011,,,,R18,Abla,58.1,y,,,
SPRY,2011,,,,R18,Abla,54.5,y,,,
SPRY,2011,,,,R18,Abla,11.7,n,,,
SPRY,2011,,,,R18,Abam,61.9,n,,,
SPRY,2011,,,,R18,Tsme,17.3,n,,,
SPRY,2011,,,,R18,Abam,26,n,,,
SPRY,2011,,,,R18,Abam,11.6,n,,,
SPRY,2011,,,,R18,Abam,20.4,n,,,
SPRY,2011,,,,R18,Abla,10.4,n,,,
SPRY,2011,,,,R18,Abam,23.1,n,,,
SPRY,2011,,,,R18,Tsme,15.1,n,,,
SPRY,2011,,,,R18,Tsme,20.7,n,,,
SPRY,2011,,,,R18,Tsme,23.3,n,,,
SPRY,2011,,,,R18,Tsme,20.7,n,,,
SPRY,2011,,,,R17,Tsme,47.4,y,,,
SPRY,2011,,,,R17,Tsme,87.5,y,,,
SPRY,2011,,,,R17,Tsme,37.5,n,,,
SPRY,2011,,,,R17,Abla,54.5,y,,,
SPRY,2011,,,,R17,Abla,11.7,n,,,
SPRY,2011,,,,R17,Tsme,17.3,n,,,
SPRY,2011,,,,R17,Abam,26,n,,,
SPRY,2011,,,,R17,Abam,11.6,n,,,
SPRY,2011,,,,R17,Abam,20.4,n,,,
SPRY,2011,,,,R17,Abla,10.5,n,,,
SPRY,2011,,,,R17,Abam,23.1,n,,,
SPRY,2011,,,,R17,Tsme,15.8,n,,,
SPRY,2011,,,,R17,Tsme,20.7,n,,,
SPRY,2011,,,,R17,Tsme,10.6,n,,,
SPRY,2011,,,,R17,Tsme,12.9,n,,,
SPRY,2011,,,,R17,Abla,32.6,n,,,
SPRY,2011,,,,R17,Abla,30,n,,,
AV02,2011,,,,M7,Abam,78,y,,,
AV02,2011,,,,M7,Tshe,14.7,n,,,
AV02,2011,,,,M7,Abam,14.5,n,,,
AV02,2011,,,,M7,Abam,29.9,n,,,
AV02,2011,,,,M7,Abam,18.5,n,,,
AV02,2011,,,,M7,Abam,38,n,,,
AV02,2011,,,,M7,Abam,25.7,n,,,
AV02,2011,,,,M7,Tshe,15.4,n,,,
AV02,2011,,,,M7,Abam,30.4,n,,,
AV02,2011,,,,M7,Tshe,20.6,n,,,
AV02,2011,,,,M7,Tshe,10,n,,,
AV02,2011,,,,M7,Abam,64.6,y,,,
AV02,2011,,,,M7,Abam,12.5,n,,,
AV02,2011,,,,M7,Abam,25.9,n,,,
AV02,2011,,,,M7,Psme,176.5,y,,,
AV02,2011,,,,M7,Abam,74.4,y,,,
AV02,2011,,,,M7,Abam,18.3,n,,,
AV02,2011,,,,M7,Abam,29.5,n,,,
AV02,2011,,,,M7,Abam,16.2,n,,,
AV02,2011,,,,M9,Tshe,43.9,n,freshly dead,,
AV02,2011,,,,M9,Tshe,12.2,n,,,
AV02,2011,,,,M9,Abam,10.4,n,,,
AV02,2011,,,,M9,Abam,15.1,n,,,
AV02,2011,,,,M9,Tshe,10.9,n,,,
AV02,2011,,,,M9,Abam,30.5,n,,,
AV02,2011,,,,M9,Abam,52.5,n,,,
AV02,2011,,,,M9,Tshe,27,n,,,
AV02,2011,,,,M9,Tshe,121.5,y,also broken at top now,,
AV02,2011,,,,M9,Abam,26.4,n,,,
AV02,2011,,,,M9,Tshe,16.7,n,,,
AV02,2011,,,,M9,Abam,36.3,n,,,
AV02,2011,,,,M9,Abam,51.8,y,,,
AV02,2011,,,,M9,Tshe,11.2,n,,,
AV02,2011,,,,M16,Tshe,128.8,y,broken at top,,
AV02,2011,,,,M16,Abam,29.1,n,,,
AV02,2011,,,,M16,Abam,11.2,n,,,
AV02,2011,,,,M16,Abam,41.95,n,,,
AV02,2011,,,,M16,Abam,10.8,n,,,
AV02,2011,,,,M16,Tshe,17.6,n,,,
AV02,2011,,,,M16,Tshe,15.5,n,,,
AV02,2011,,,,M16,Abam,32.2,n,,,
AV02,2011,,,,M16,Acci,10,n,,,
AV02,2011,,,,M16,Abam,33.5,n,,,
AV02,2011,,,,M16,Acci,10.1,n,,,
AV02,2011,,,,M16,Abam,12.6,n,,,
AV02,2011,,,,M16,Abam,16.5,n,,,
AV02,2011,,,,M16,Abam,21.15,y,,,
AV02,2011,,,,M16,Abam,13.2,n,,,
AV02,2011,,,,M16,Abam,49.7,y,,,
AV02,2011,,,,M16,Abam,50.5,y,,,
AV02,2011,,,,M16,Abam,15.8,n,,,
AV02,2011,,,,M16,Abam,44.5,y,,,
AV02,2011,,,,M16,Abam,21.7,n,,,
PP17,2011,,,,O3,Psme,12.3,y,,,
PP17,2011,,,,O3,Tshe,36.5,n,,,
PP17,2011,,,,O3,Tshe,27.2,n,,,
PP17,2011,,,,O3,Tshe,38.1,n,,,
PP17,2011,,,,O3,Abla,10.4,n,,,
PP17,2011,,,,O3,Psme,40.8,n,,,
PP17,2011,,,,O3,Tshe,33.5,n,,,
PP17,2011,,,,O3,Tshe,53.7,n,,,
PP17,2011,,,,O3,Abgr,29.5,n,,,
PP17,2011,,,,O3,Pimo,535,n,,,
PP17,2011,,,,O3,Pshe,10.4,n,,,
PP17,2011,,,,O3,Abla,24,n,,,
PP17,2011,,,,O3,Abla,15.6,n,,,
PP17,2011,,,,O3,Tshe,34.2,n,,,
AV02,2011,,,,,Psme,22.8,y,"incomplete ID, M?",,
AV02,2011,,,,,Tshe,39.3,n,"incomplete ID, M?",,
AV02,2011,,,,,Tshe,10.5,n,"incomplete ID, M? ",,
AV02,2011,,,,,Abam,10.5,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,25.3,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,18.7,n,"incomplete ID, M? ",,
AV02,2011,,,,,Abam,32.1,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,28.3,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,45.2,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,10.7,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,11.5,n,"incomplete ID, M? ",,
AV02,2011,,,,,Tshe,13.3,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,22.8,n,"incomplete ID, M?",,
AV02,2011,,,,,Abam,17,n,"incomplete ID, M? ",,
AV02,2011,,,,,Abam,10.4,n,"incomplete ID, M?",,
AV02,2011,,,,,Tshe,11.1,n,"incomplete ID, M?",,
