Sample_ID,Plot_ID,Spp,Avg_diam,Height (cm),Out_of_plot,Year_origin,Year_origin_est
S12-S12,S12,POTR5,0.46,45,N,2007,
S12-S13,S12,POTR5,1.74,185,N,1998,
S12-S14,S12,POTR5,3.56,330,N,1997,
S12-S15,S12,POTR5,5.28,190,N,1986,
S12-S16,S12,POTR5,,42,N,,
S12-S17,S12,POTR5,,37,N,,
S12-S18,S12,POTR5,,170,N,,
S12-S19,S12,POTR5,,103,N,,
S12-S20,S12,POTR5,,82,N,,
S12-S21,S12,POTR5,,420,N,,
S12-S22,S12,POTR5,,185,N,,
S12-S23,S12,POTR5,,35,N,,
S12-S24,S12,POTR5,,215,N,,
S13-S01,S13,POTR5,1.68,150,N,2004,
S13-S02,S13,POTR5,2.82,260,N,2001,
S13-S03,S13,POTR5,2.9,320,N,2002,
S13-S04,S13,POTR5,,130,N,,
S13-S05,S13,POTR5,2.48,170,N,2002,
S13-S06,S13,POTR5,3.34,350,N,2002,
S13-S07,S13,POTR5,4.46,366,N,2002,
S13-S08,S13,POTR5,1.67,110,N,2002,
S13-S09,S13,POTR5,1.37,80,N,2006,
S13-S10,S13,POTR5,0.48,80,N,2003,
S13-S11,S13,POTR5,2.34,190,N,2003,
S13-S12,S13,POTR5,3.48,335,N,2002,
S13-S13,S13,POTR5,2.41,190,N,2002,
S13-S14,S13,POTR5,1.87,190,N,2003,
S13-S15,S13,POTR5,3.18,335,N,2001,
S13-S16,S13,POTR5,,396,N,,
S13-S17,S13,POTR5,,335,N,,
S13-S18,S13,POTR5,,518,N,,
S13-S19,S13,POTR5,,581,N,,
S13-S20,S13,POTR5,,457,N,,
S13-S21,S13,POTR5,,335,N,,
S13-S22,S13,POTR5,,396,N,,
S13-S23,S13,POTR5,,335,N,,
S13-S24,S13,POTR5,,518,N,,
S13-S25,S13,POTR5,,213,N,,
S13-S26,S13,POTR5,,213,N,,
S13-S27,S13,POTR5,,152,N,,
S13-S28,S13,POTR5,,457,N,,
S14-S01,S14,POTR5,3.08,185,N,2002,
S14-S02,S14,POTR5,2.02,170,N,2003,
S14-S03,S14,POTR5,1.74,150,N,2002,
S14-S04,S14,POTR5,1.8,220,N,2001,
S14-S05,S14,POTR5,,20,N,2010,
S14-S06,S14,POTR5,3.48,457,N,2002,
S14-S07,S14,POTR5,3.14,396,N,2002,
S14-S08,S14,POTR5,,80,N,,
S14-S09,S14,POTR5,4.76,518,N,2002,
S14-S10,S14,POTR5,3.79,213,N,2002,
S14-S11,S14,POTR5,3.94,518,N,2002,
S14-S12,S14,POTR5,1.61,275,N,2002,
S14-S13,S14,POTR5,3.71,518,N,2002,
S14-S14,S14,POTR5,,120,N,,
S14-S15,S14,POTR5,,120,N,,
S14-S16,S14,POTR5,1.96,305,N,2002,
S14-S17,S14,POTR5,4.14,518,N,2002,
S14-S18,S14,POTR5,,225,N,,
S14-S19,S14,POTR5,2.14,200,N,2002,
S14-S20,S14,POTR5,1.9,518,N,2002,
S14-S21,S14,POTR5,,300,N,,
S14-S22,S14,POTR5,,350,N,,
S14-S23,S14,POTR5,,427,N,,
S15-S01,S15,POTR5,3.68,210,N,1995,
S15-S02,S15,POTR5,1.93,152,N,2001,
S15-S03,S15,POTR5,7.06,220,N,1981,
S15-S04,S15,POTR5,,19,N,2011,
S15-S05,S15,POTR5,,17,N,2011,
S15-S06,S15,POTR5,,16,N,2011,
S15-S07,S15,POTR5,,10,N,2011,
S15-S08,S15,POTR5,,15,N,2011,
S15-S09,S15,POTR5,0.93,40,N,2005,
S15-S10,S15,POTR5,5.05,380,N,1985,
S15-S11,S15,POTR5,1.82,80,N,2002,
S15-S12,S15,POTR5,5.42,420,N,1986,
S15-S13,S15,POTR5,5.83,360,Y,1989,
S15-S14,S15,POTR5,1.54,110,Y,2006,
S15-S15,S15,POTR5,1.68,115,Y,2002,
S16-S01,S16,POTR5,2.6,190,N,1993,
S16-S02,S16,POTR5,2.55,150,N,1996,
S16-S03,S16,POTR5,4.86,210,N,1983,
S16-S04,S16,POTR5,7.75,350,N,1971,
S16-S05,S16,POTR5,,124,N,,
S16-S06,S16,POTR5,4.33,225,N,1988,
S16-S07,S16,POTR5,0.62,49,N,2005,
S16-S08,S16,POTR5,0.31,22,N,2011,
S16-S09,S16,POTR5,0.5,42,N,2008,
S16-S10,S16,POTR5,0.45,32,N,2010,
S16-S11,S16,POTR5,0.37,45,N,2009,
S16-S12,S16,POTR5,0.6,51,N,2009,
S16-S13,S16,POTR5,1.03,82,N,2006,
S16-S14,S16,POTR5,0.65,35,N,2010,
S16-S15,S16,POTR5,0.46,35,N,2010,
S16-S16,S16,POTR5,4.1,215,N,1987,
S16-S17,S16,POTR5,,120,N,,
S16-S18,S16,POTR5,,255,N,,
S16-S19,S16,POTR5,,330,N,,
S16-S20,S16,POTR5,,25,N,,
S16-S21,S16,POTR5,,49,N,,
S16-S22,S16,POTR5,,46,N,,
S16-S23,S16,POTR5,,245,N,,
S16-S24,S16,POTR5,,154,N,,
S16-S25,S16,POTR5,,63,N,,
S16-S26,S16,POTR5,,350,N,,
S16-S27,S16,POTR5,,97,N,,
S16-S28,S16,POTR5,,270,N,,
S16-S29,S16,POTR5,,225,N,,
S16-S30,S16,POTR5,,86,N,,
S16-S31,S16,POTR5,,295,N,,
S17-S01,S17,POTR5,3.44,150,N,1989,
S17-S02,S17,POTR5,1.94,135,N,1996,
S17-S03,S17,POTR5,4.98,220,N,1981,
S17-S04,S17,POTR5,3.42,230,N,1991,
S17-S05,S17,POTR5,4.02,210,N,2002,
S17-S06,S17,POTR5,4.84,280,N,2000,
S17-S07,S17,POTR5,2.84,220,N,1996,
S17-S08,S17,POTR5,0.83,100,N,2005,
S17-S09,S17,POTR5,4.16,250,Y,1984,
S17-S10,S17,POTR5,2.08,150,Y,1997,
S18-S01,S18,POTR5,1.3,160,N,2007,
S18-S02,S18,POTR5,2,100,N,2003,
S18-S03,S18,POTR5,3.3,275,N,1982,
S18-S04,S18,POTR5,6.35,450,N,1983,
S18-S05,S18,POTR5,5.08,450,N,1976,
S18-S06,S18,POTR5,1.96,110,N,2003,
S18-S07,S18,POTR5,2.58,140,N,2002,
S18-S08,S18,POTR5,1.3,95,N,2005,
S18-S09,S18,POTR5,0.44,55,N,2008,
S18-S10,S18,POTR5,1.24,70,N,2007,
S18-S11,S18,POTR5,0.56,35,N,2009,
S18-S12,S18,POTR5,0.38,35,N,2010,
S18-S13,S18,POTR5,2.38,195,N,1988,
S18-S14,S18,POTR5,0.33,20,N,2010,
S18-S15,S18,POTR5,1.45,85,N,2005,
S18-S16,S18,POTR5,,95,N,,
S18-S17,S18,POTR5,,60,N,,
S19-S01,S19,POTR5,5.06,375,N,1997,
S19-S02,S19,POTR5,1.08,120,N,2004,
S19-S03,S19,POTR5,2.26,200,N,2002,
S19-S04,S19,POTR5,1.52,135,N,2000,
S19-S05,S19,POTR5,1.2,80,N,2002,
S19-S06,S19,POTR5,1.7,115,N,2004,
S19-S07,S19,POTR5,3.52,275,N,2001,
S19-S08,S19,POTR5,4.9,335,N,2002,
S19-S09,S19,POTR5,,75,N,,
S19-S10,S19,POTR5,3.34,180,N,1993,
S19-S11,S19,POTR5,2.28,130,N,1992,
S19-S12,S19,POTR5,0.71,75,N,2002,
S19-S13,S19,POTR5,1.3,85,N,2000,
S19-S14,S19,POTR5,3.19,140,N,1995,
S19-S15,S19,POTR5,1.33,130,N,2002,
S19-S16,S19,POTR5,,95,N,,
S19-S17,S19,POTR5,,110,N,,
S19-S18,S19,POTR5,,45,N,,
S19-S19,S19,POTR5,,60,N,,
S19-S20,S19,POTR5,,60,N,,
S20-S01,S20,POTR5,2.42,200,N,2004,
S20-S02,S20,POTR5,2.6,200,N,2004,
S20-S03,S20,POTR5,5.78,270,N,1990,
S20-S04,S20,POTR5,3.16,70,N,2003,
S20-S05,S20,POTR5,0.6,55,N,2010,
S20-S06,S20,POTR5,0.29,20,N,2011,
S20-S07,S20,POTR5,0.82,75,N,2009,
S20-S08,S20,POTR5,0.44,20,N,2010,
S20-S09,S20,POTR5,1.78,170,N,2007,
S20-S10,S20,POTR5,0.68,115,N,2010,
S20-S11,S20,POTR5,3.92,340,N,1993,
S20-S12,S20,POTR5,5.6,280,N,1978,
S20-S13,S20,POTR5,2.72,150,N,1991,
S20-S14,S20,POTR5,1.56,100,N,2001,
S20-S15,S20,POTR5,0.4,25,N,2009,
S20-S16,S20,POTR5,,60,N,,
S20-S17,S20,POTR5,,85,N,,
S20-S18,S20,POTR5,,60,N,,
S20-S19,S20,POTR5,,30,N,,
S20-S20,S20,POTR5,,140,N,,
S20-S21,S20,POTR5,,200,N,,
S20-S22,S20,POTR5,,200,N,,
S20-S23,S20,POTR5,,30,N,,
S20-S24,S20,POTR5,,30,N,,
S20-S25,S20,POTR5,,85,N,,
S20-S26,S20,POTR5,,20,N,,
S20-S27,S20,POTR5,,55,N,,
S20-S28,S20,POTR5,,120,N,,
S20-S29,S20,POTR5,,130,N,,
S20-S30,S20,POTR5,,70,N,,
S20-S31,S20,POTR5,,100,N,,
S20-S32,S20,POTR5,,40,N,,
S21-S01,S21,POTR5,0.7,ND,N,2009,
S21-S02,S21,POTR5,3.51,ND,N,2003,
S21-S03,S21,POTR5,0.89,ND,N,2003,
S21-S04,S21,POTR5,0.91,ND,N,2004,
S21-S05,S21,POTR5,0.56,ND,N,2007,
S21-S06,S21,POTR5,0.68,ND,N,2006,
S21-S07,S21,POTR5,0.96,ND,N,2003,
S21-S08,S21,POTR5,5.85,ND,N,1959,
S21-S09,S21,POTR5,2.95,ND,N,1982,
S21-S10,S21,POTR5,2.99,ND,N,2001,
S21-S11,S21,POTR5,1.26,ND,N,2004,
S21-S12,S21,POTR5,0.68,ND,N,2003,
S21-S13,S21,POTR5,0.67,ND,N,2003,
S22-S01,S22,POTR5,0.36,13,N,2011,
S22-S02,S22,POTR5,7.5,320,N,1987,
S22-S03,S22,POTR5,3.82,155,N,1990,
S22-S04,S22,POTR5,2.24,85,N,2008,
S22-S05,S22,POTR5,1.52,74,N,2007,
S22-S06,S22,POTR5,,56,N,,
S22-S07,S22,POTR5,5.38,220,N,1985,
S22-S08,S22,POTR5,4.8,125,N,1994,
S22-S09,S22,POTR5,5.44,270,N,1985,
S22-S10,S22,POTR5,3.63,200,Y,1989,
S22-S11,S22,POTR5,2.75,145,Y,1993,
S23-S01,S23,POTR5,2.38,235,N,1996,
S23-S02,S23,POTR5,1.36,155,N,2004,
S23-S03,S23,POTR5,5.13,300,N,1993,
S23-S04,S23,POTR5,5.46,175,N,1987,
S23-S05,S23,POTR5,2.75,210,N,2003,
S23-S06,S23,POTR5,5.82,400,N,1983,
S23-S07,S23,POTR5,1.53,180,N,2004,
S23-S08,S23,POTR5,2.4,150,N,1997,
S23-S09,S23,POTR5,1.73,200,N,2002,
S23-S10,S23,POTR5,3.05,300,N,2004,
S24-S01,S24,POTR5,5.72,280,N,1983,
S24-S02,S24,POTR5,4.56,260,N,1988,
S24-S03,S24,POTR5,4.72,180,N,1990,
S24-S04,S24,POTR5,2.43,190,N,1992,
S24-S05,S24,POTR5,3.2,200,N,1989,
S24-S06,S24,POTR5,1.84,170,N,1996,
S24-S07,S24,POTR5,,110,N,,
S24-S08,S24,POTR5,1.72,120,N,1995,
S24-S09,S24,POTR5,3.54,230,N,1989,
S24-S10,S24,POTR5,,60,N,,
S24-S11,S24,POTR5,,200,N,,
S24-S12,S24,POTR5,,30,N,2011,
S24-S13,S24,POTR5,3.52,40,N,1992,
S24-S14,S24,POTR5,0.44,35,N,2010,
S24-S15,S24,POTR5,5.97,600,N,1987,
S24-S16,S24,POTR5,7.24,600,N,1984,
S24-S17,S24,POTR5,0.89,95,N,2004,
S24-S18,S24,POTR5,0.6,75,N,2007,
S24-S19,S24,POTR5,,500,N,,
S24-S20,S24,POTR5,,70,N,,
S24-S21,S24,POTR5,,60,N,,
S24-S22,S24,POTR5,,90,N,,
S24-S23,S24,POTR5,,70,N,,
S24-S24,S24,POTR5,,260,N,,
S24-S25,S24,POTR5,,305,N,,
S25-S01,S25,POTR5,1.5,175,N,2002,
S25-S02,S25,POTR5,2.12,175,N,2003,
S25-S03,S25,POTR5,2.42,200,N,2002,
S25-S04,S25,POTR5,1.62,100,N,2002,
S25-S05,S25,POTR5,1.96,150,N,2002,
S25-S06,S25,POTR5,4.38,400,N,2002,
S25-S07,S25,POTR5,2.03,130,N,2003,
S25-S08,S25,POTR5,3.68,200,N,1994,
S25-S09,S25,POTR5,2.93,230,N,2000,
S25-S10,S25,POTR5,1.42,200,N,2004,
S25-S11,S25,POTR5,3.06,250,N,2001,
S25-S12,S25,POTR5,1.43,75,N,2001,
S25-S13,S25,POTR5,3.78,250,N,2000,
S25-S14,S25,POTR5,3.95,325,N,2001,
S25-S15,S25,POTR5,2.14,150,N,2000,
S26-S01,S26,POTR5,3.29,300,N,2002,
S26-S02,S26,POTR5,1.11,150,N,2002,
S26-S03,S26,POTR5,0.78,75,N,2003,
S26-S04,S26,POTR5,1.56,150,N,2003,
S26-S05,S26,POTR5,1.05,100,N,2004,
S26-S06,S26,POTR5,,75,N,,
S26-S07,S26,POTR5,2.11,200,N,2002,
S26-S08,S26,POTR5,2.64,300,N,2001,
S26-S09,S26,POTR5,2.15,250,N,2002,
S26-S10,S26,POTR5,4.48,400,N,2001,
S26-S11,S26,POTR5,3.21,150,N,,
S26-S12,S26,POTR5,3.25,150,N,,
S26-S13,S26,POTR5,0.7,60,N,2007,
S26-S14,S26,POTR5,3.5,300,N,1986,
S26-S15,S26,POTR5,2.79,250,N,2003,
S26-S16,S26,POTR5,,150,N,,
S26-S17,S26,POTR5,,250,N,,
S27-S01,S27,POTR5,2.06,170,N,2002,
S27-S02,S27,POTR5,0.72,81,N,2004,
S27-S03,S27,POTR5,0.7,67,N,2008,
S27-S04,S27,POTR5,1.23,131,N,2008,
S27-S05,S27,POTR5,2.01,155,N,2002,
S27-S06,S27,POTR5,1.34,105,N,1994,
S27-S07,S27,POTR5,0.96,95,N,2008,
S27-S08,S27,POTR5,0.68,55,N,2008,
S27-S09,S27,POTR5,0.97,86,N,2008,
S27-S10,S27,POTR5,0.82,60,N,2007,
S27-S11,S27,POTR5,1.28,97,N,2005,
S27-S12,S27,POTR5,0.68,66,N,2007,
S27-S13,S27,POTR5,1.84,165,N,2004,
S27-S14,S27,POTR5,0.86,71,N,2007,
S27-S15,S27,POTR5,0.74,74,N,2008,
S27-S16,S27,POTR5,,68,N,,
S27-S17,S27,POTR5,,190,N,,
S27-S18,S27,POTR5,,100,N,,
S27-S19,S27,POTR5,,100,N,,
S27-S20,S27,POTR5,,300,N,,1990
S27-S21,S27,POTR5,,100,N,,
S27-S22,S27,POTR5,,60,N,,
S27-S23,S27,POTR5,,115,N,,
S27-S24,S27,POTR5,,80,N,,
S27-S25,S27,POTR5,,200,N,,1990
S27-S26,S27,POTR5,,250,N,,1990
S27-S27,S27,POTR5,,250,N,,1990
S27-S28,S27,POTR5,,185,N,,
S27-S29,S27,POTR5,,115,N,,
S27-S30,S27,POTR5,,195,N,,
S27-S31,S27,POTR5,,125,N,,
S27-S32,S27,POTR5,,190,N,,
S27-S33,S27,POTR5,,195,N,,1990
S27-S34,S27,POTR5,,67,N,,
S27-S35,S27,POTR5,,90,N,,
S27-S36,S27,POTR5,,125,N,,
S27-S37,S27,POTR5,,50,N,,
S27-S38,S27,POTR5,,130,N,,
S27-S39,S27,POTR5,,230,N,,1990
S27-S40,S27,POTR5,,90,N,,
S27-S41,S27,POTR5,,110,N,,
S27-S42,S27,POTR5,,150,N,,
S27-S43,S27,POTR5,,95,N,,
S27-S44,S27,POTR5,,190,N,,
S27-S45,S27,POTR5,,95,N,,
S27-S46,S27,POTR5,,79,N,,
S27-S47,S27,POTR5,,75,N,,
S27-S48,S27,POTR5,,65,N,,
S27-S49,S27,POTR5,,115,N,,
S27-S50,S27,POTR5,,135,N,,
S27-S51,S27,POTR5,,130,N,,
S27-S52,S27,POTR5,,120,N,,
S27-S53,S27,POTR5,,240,N,,1990
S27-S54,S27,POTR5,,190,N,,1990
S27-S55,S27,POTR5,,110,N,,
S27-S56,S27,POTR5,,140,N,,1990
S27-S57,S27,POTR5,,160,N,,1990
S27-S58,S27,POTR5,,140,N,,
S27-S59,S27,POTR5,,95,N,,
S27-S60,S27,POTR5,,90,N,,
S27-S61,S27,POTR5,,90,N,,
S27-S62,S27,POTR5,,115,N,,
S27-S63,S27,POTR5,,190,N,,
S28-S01,S28,POTR5,5.71,330,N,1987,
S28-S02,S28,POTR5,1.52,125,N,2004,
S28-S03,S28,POTR5,4.57,185,N,1984,
S28-S04,S28,POTR5,5.34,310,N,1981,
S28-S05,S28,POTR5,1.34,90,N,2003,
S28-S06,S28,POTR5,5.58,400,N,1983,
S28-S07,S28,POTR5,,125,N,,
S28-S08,S28,POTR5,1.47,105,N,2004,
S28-S09,S28,POTR5,4.04,325,N,1991,
S28-S10,S28,POTR5,0.94,75,N,2007,
S28-S11,S28,POTR5,5.32,400,N,1992,
S28-S12,S28,POTR5,3.04,210,N,1979,
S28-S13,S28,POTR5,1.14,60,N,2006,
S28-S14,S28,POTR5,0.48,40,N,2009,
S28-S15,S28,POTR5,6.92,350,N,1980,
S28-S16,S28,POTR5,1.26,100,N,2002,
S28-S17,S28,POTR5,,85,N,,
S28-S18,S28,POTR5,,55,N,,
S28-S19,S28,POTR5,,120,N,,
S28-S20,S28,POTR5,,120,N,,
S28-S21,S28,POTR5,,100,N,,
S28-S22,S28,POTR5,,140,N,,
S28-S23,S28,POTR5,,70,N,,
S28-S24,S28,POTR5,,22,N,,
S28-S25,S28,POTR5,,180,N,,
S29-S01,S29,POTR5,0.74,55,N,2010,
S29-S02,S29,POTR5,2.39,200,N,2000,
S29-S03,S29,POTR5,1.32,73,N,2005,
S29-S04,S29,POTR5,0.41,31,N,2009,
S29-S05,S29,POTR5,0.4,24,N,2010,
S29-S06,S29,POTR5,1.52,136,N,2006,
S29-S07,S29,POTR5,0.9,55,N,2007,
S29-S08,S29,POTR5,1.55,122,N,1999,
S29-S09,S29,POTR5,1.38,124,N,2006,
S29-S10,S29,POTR5,1.92,180,N,2004,
S29-S11,S29,POTR5,0.68,40,N,2008,
S29-S12,S29,POTR5,0.24,21,N,2011,
S29-S13,S29,POTR5,0.56,36,N,2010,
S29-S14,S29,POTR5,1.82,164,N,2006,
S29-S15,S29,POTR5,1.51,135,N,2005,
S29-S16,S29,POTR5,,57,N,,
S29-S17,S29,POTR5,,21,N,,
S29-S18,S29,POTR5,,33,N,,
S29-S19,S29,POTR5,,120,N,,
S29-S20,S29,POTR5,,150,N,,
S29-S21,S29,POTR5,,48,N,,
S29-S22,S29,POTR5,,205,N,,
S29-S23,S29,POTR5,,126,N,,
S29-S24,S29,POTR5,,134,N,,
S29-S25,S29,POTR5,,161,N,,
S29-S26,S29,POTR5,,106,N,,
S29-S27,S29,POTR5,,122,N,,
S29-S28,S29,POTR5,,115,N,,
S29-S29,S29,POTR5,,190,N,,
S29-S30,S29,POTR5,,105,N,,
S29-S31,S29,POTR5,,55,N,,
S29-S32,S29,POTR5,,450,N,,
S29-S33,S29,POTR5,,200,N,,
S29-S34,S29,POTR5,,20,N,,
S29-S35,S29,POTR5,,310,N,,
S29-S36,S29,POTR5,,35,N,,
S29-S37,S29,POTR5,,80,N,,
S29-S38,S29,POTR5,,45,N,,
S29-S39,S29,POTR5,,60,N,,
S30-S01,S30,POTR5,4.84,330,N,1977,
S30-S02,S30,POTR5,1.98,215,N,2002,
S30-S03,S30,POTR5,3.36,250,N,1987,
S30-S04,S30,POTR5,0.38,51,N,2007,
S30-S05,S30,POTR5,0.42,60,N,2009,
S30-S06,S30,POTR5,2.44,225,N,2002,
S30-S07,S30,POTR5,4.41,345,N,1992,
S30-S08,S30,POTR5,1.54,118,N,2004,
S30-S09,S30,POTR5,0.38,36,N,2010,
S30-S10,S30,POTR5,0.85,98,N,2006,
S30-S11,S30,POTR5,0.96,65,N,2006,
S30-S12,S30,POTR5,2.06,291,N,2001,
S30-S13,S30,POTR5,1.93,224,N,2001,
S30-S14,S30,POTR5,3.67,345,N,1998,
S30-S15,S30,POTR5,2.78,290,N,2000,
S30-S16,S30,POTR5,,15,N,,
S30-S17,S30,POTR5,,200,N,,
S30-S18,S30,POTR5,,35,N,,
S30-S19,S30,POTR5,,280,N,,
S30-S20,S30,POTR5,,155,N,,
S30-S21,S30,POTR5,,230,N,,
S30-S22,S30,POTR5,,360,N,,
S30-S23,S30,POTR5,,180,N,,
S30-S24,S30,POTR5,,220,N,,
S30-S25,S30,POTR5,,350,N,,
S30-S26,S30,POTR5,,85,N,,
S30-S27,S30,POTR5,,260,N,,
S30-S28,S30,POTR5,,125,N,,
S30-S29,S30,POTR5,,270,N,,
S30-S30,S30,POTR5,,268,N,,
S30-S31,S30,POTR5,,240,N,,
S31-S01,S31,POTR5,0.68,35,N,2008,
S31-S02,S31,POTR5,0.99,38,N,2006,
S31-S03,S31,POTR5,0.34,13,N,2011,
S31-S04,S31,POTR5,0.44,17,N,2010,
S31-S05,S31,POTR5,2.64,50,N,2006,
S31-S06,S31,POTR5,0.19,11,N,2011,
S31-S07,S31,POTR5,1.18,37,N,2006,
S31-S08,S31,POTR5,0.86,30,N,2004,
S31-S09,S31,POTR5,0.84,20,N,2008,
S31-S10,S31,POTR5,1.28,28,N,2009,
S31-S11,S31,POTR5,0.93,83,N,2005,
S31-S12,S31,POTR5,0.66,55,N,2004,
S31-S13,S31,POTR5,1.16,35,N,2004,
S31-S14,S31,POTR5,,20,N,2011,
S31-S15,S31,POTR5,0.68,55,N,2005,
S31-S16,S31,POTR5,0.48,35,N,2010,
S31-S17,S31,POTR5,,55,N,,
S31-S18,S31,POTR5,,23,N,,
S31-S19,S31,POTR5,,21,N,,
S31-S20,S31,POTR5,,50,N,,
S31-S21,S31,POTR5,,21,N,,
S31-S22,S31,POTR5,,60,N,,
S31-S23,S31,POTR5,,35,N,,
S31-S24,S31,POTR5,,37,N,,
S31-S25,S31,POTR5,,23,N,,
S31-S26,S31,POTR5,,50,N,,
S31-S27,S31,POTR5,,45,N,,
S31-S28,S31,POTR5,,47,N,,
S31-S29,S31,POTR5,,27,N,,
S31-S30,S31,POTR5,,36,N,,
S31-S31,S31,POTR5,,25,N,,
S31-S32,S31,POTR5,,93,N,,
S31-S33,S31,POTR5,,400,N,,
S31-S34,S31,POTR5,,26,N,,
S31-S35,S31,POTR5,,39,N,,
S31-S36,S31,POTR5,,100,N,,
S31-S37,S31,POTR5,,110,N,,
S31-S38,S31,POTR5,,230,N,,
S31-S39,S31,POTR5,,250,N,,
S31-S40,S31,POTR5,,220,N,,
S31-S41,S31,POTR5,,210,N,,
S31-S42,S31,POTR5,,145,N,,
S31-S43,S31,POTR5,,51,N,,
S31-S44,S31,POTR5,,100,N,,
