Year,Mountain Range,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,CMI01,CMI02,CMI03,CMI04,CMI05,CMI06,CMI07,CMI08,CMI09,CMI10,CMI11,CMI12
1960,Santa Rosa,-6.420,-4.340,1.320,3.080,6.360,14.140,19.080,15.920,13.520,6.240,0.500,-2.360,82.800,142.800,87.600,30.600,39.200,2.400,27.400,10.800,16.800,29.200,191.400,58.200,8.286,14.170,7.084,0.236,-0.982,-11.864,-13.418,-11.672,-9.336,-1.572,18.122,5.268
1961,Santa Rosa,-2.120,-0.540,-0.240,2.200,6.980,15.520,18.500,19.120,9.640,5.840,-1.200,-4.020,19.600,75.200,118.400,12.200,30.200,34.000,12.000,29.800,42.000,36.000,49.000,114.200,1.244,6.676,10.736,-1.252,-2.480,-8.728,-14.214,-10.128,-2.604,-0.312,4.096,11.274
1962,Santa Rosa,-7.640,-4.120,-2.540,5.140,6.040,12.080,15.980,15.980,13.280,7.320,1.780,-1.060,46.200,209.800,75.400,30.400,58.800,16.200,4.200,8.000,6.800,44.800,106.600,24.200,4.618,20.876,7.098,-1.202,2.040,-8.270,-12.710,-11.342,-10.088,-0.992,8.874,1.568
1963,Santa Rosa,-6.220,2.220,-1.140,-0.080,8.380,9.440,15.620,16.920,14.560,8.580,0.760,-2.380,87.600,89.200,47.400,65.400,94.800,106.000,2.000,3.400,26.200,42.200,117.200,33.400,8.776,7.066,3.848,5.364,3.724,4.224,-13.002,-12.262,-7.516,-1.230,10.608,2.850
1964,Santa Rosa,-4.920,-4.620,-2.640,1.080,6.000,10.100,17.540,16.040,10.980,8.640,-1.100,-1.340,86.800,15.400,51.200,86.400,49.600,76.600,8.600,11.000,16.600,30.000,109.400,228.000,8.624,1.430,4.612,6.922,0.514,0.846,-13.372,-11.090,-7.098,-4.124,10.228,22.240
1965,Santa Rosa,-2.500,-1.620,-1.480,3.220,4.760,10.340,16.380,15.280,8.920,8.600,1.580,-3.920,92.600,28.400,37.200,47.200,60.000,56.200,10.000,33.600,10.600,13.400,109.200,39.200,8.912,2.140,2.734,2.300,2.406,-2.188,-11.386,-6.902,-5.848,-6.128,9.374,3.714
1966,Santa Rosa,-3.800,-4.580,0.100,3.120,9.880,11.740,16.880,17.840,13.400,6.020,1.860,-2.580,32.600,59.800,37.400,16.200,21.400,12.800,0.000,2.800,13.800,4.000,134.000,124.000,3.048,5.890,2.306,-1.610,-6.698,-8.390,-14.032,-13.158,-8.768,-4.546,11.978,12.034
1967,Santa Rosa,-2.120,-0.800,-0.700,-1.260,7.080,10.620,18.040,19.500,14.460,6.700,1.580,-5.100,140.400,21.600,80.600,94.200,47.400,70.600,13.200,3.400,13.600,18.600,88.600,19.800,13.602,1.252,7.062,8.714,-0.994,-0.272,-13.466,-15.062,-9.148,-3.570,7.238,1.940
1968,Santa Rosa,-3.780,1.320,1.000,0.980,6.680,12.620,18.540,13.880,11.800,6.260,0.320,-3.820,36.400,100.400,18.400,26.400,44.000,33.600,3.000,56.400,3.000,27.400,197.000,118.000,3.382,8.608,0.086,0.780,-0.866,-6.508,-14.834,-2.528,-8.768,-1.930,18.924,11.610
1969,Santa Rosa,-2.580,-4.460,-1.880,3.460,9.480,11.220,17.140,17.940,13.420,2.840,0.380,-1.860,188.200,112.000,29.600,63.000,10.800,70.800,10.400,1.400,4.000,70.200,17.600,149.000,18.462,11.118,2.284,3.256,-6.946,-0.284,-12.536,-14.538,-10.086,4.956,0.314,14.350
1970,Santa Rosa,-2.200,0.480,-1.400,-1.240,7.040,12.320,17.460,18.060,9.520,3.880,1.320,-3.960,171.600,27.600,47.800,68.800,52.200,122.200,14.600,9.200,17.600,32.400,172.000,120.800,16.770,1.408,3.928,5.986,-0.070,3.482,-11.944,-13.630,-6.330,0.120,16.010,11.958
1971,Santa Rosa,-1.740,-1.580,-1.680,1.680,5.900,10.640,17.480,18.980,9.320,3.940,-0.500,-6.360,56.200,31.200,95.600,46.000,81.400,72.600,6.800,2.600,46.800,40.000,113.600,102.200,5.068,2.390,8.830,2.650,4.198,-0.760,-12.452,-13.684,-2.628,1.400,10.532,10.212
1972,Santa Rosa,-5.520,-1.620,2.800,1.580,8.500,13.240,16.900,17.660,9.940,5.360,-0.780,-6.880,60.200,61.600,52.000,26.600,16.800,46.000,1.200,1.400,22.800,71.200,149.400,102.600,5.994,5.502,2.718,0.732,-5.470,-4.900,-13.150,-12.448,-4.730,4.056,14.330,10.258
1973,Santa Rosa,-5.880,-1.840,-1.800,1.600,9.040,12.700,17.840,17.280,11.520,6.000,0.460,-0.640,124.200,32.800,62.200,101.800,51.600,11.000,9.600,17.200,27.200,27.000,138.600,104.200,12.428,2.702,5.576,8.292,-1.878,-8.976,-13.428,-10.726,-6.194,-1.642,13.086,9.690
1974,Santa Rosa,-4.640,-2.460,0.440,1.840,6.780,14.500,16.640,16.520,13.160,6.820,1.060,-3.220,52.600,40.400,106.000,66.800,6.200,1.000,24.200,15.000,3.600,81.200,34.400,106.200,5.170,3.524,9.316,4.646,-4.836,-12.486,-10.548,-11.380,-11.284,3.552,2.010,10.336
1975,Santa Rosa,-4.740,-3.160,-1.500,-1.340,5.620,11.020,18.420,15.260,13.260,5.800,-0.780,-0.540,73.000,98.600,130.200,41.000,18.000,37.000,13.600,37.000,10.800,108.400,52.000,25.800,7.242,9.600,12.374,3.390,-2.512,-4.960,-12.504,-6.756,-9.210,7.496,4.380,1.666
1976,Santa Rosa,-2.960,-0.820,-2.100,2.060,9.140,11.020,17.660,14.180,12.900,6.140,2.480,-3.000,40.200,88.600,42.200,46.600,22.000,40.800,26.000,72.000,73.200,15.400,18.600,9.800,3.632,7.986,3.518,2.464,-5.186,-4.792,-10.664,-1.670,-1.024,-3.030,-0.686,0.450
1977,Santa Rosa,-6.340,-1.160,-2.420,4.740,4.100,14.880,17.160,17.800,12.080,7.660,0.920,0.220,41.200,35.600,35.000,15.400,77.600,95.200,19.600,25.400,12.000,8.400,140.000,128.000,4.104,2.582,2.948,-2.774,5.134,-0.922,-10.940,-8.788,-7.602,-4.892,12.686,11.876
1978,Santa Rosa,-1.620,-1.160,2.860,1.960,5.460,11.220,16.660,16.280,10.460,8.100,-1.360,-6.100,109.000,85.600,122.000,138.200,23.600,16.200,8.400,6.000,62.200,1.400,70.600,35.800,10.424,7.924,9.954,12.154,-1.528,-7.550,-12.242,-11.150,-0.860,-6.776,6.346,3.560
1979,Santa Rosa,-7.660,-2.540,0.600,2.480,8.200,12.760,17.420,16.220,14.480,8.300,-2.000,-1.380,93.000,105.600,116.200,50.400,25.600,17.800,18.400,50.800,5.600,73.200,88.800,53.000,9.270,10.200,10.226,2.800,-3.682,-8.838,-11.502,-5.330,-10.790,2.094,8.316,4.514
1980,Santa Rosa,-3.620,0.300,-1.960,3.840,6.660,10.060,17.320,15.800,12.560,6.940,1.220,-0.560,138.400,95.800,60.800,28.800,104.400,22.600,7.000,6.000,45.000,26.000,66.200,41.400,13.662,8.544,5.470,-0.324,6.356,-5.802,-12.900,-11.266,-4.320,-2.504,5.114,3.040
1981,Santa Rosa,-1.120,-1.480,-0.220,4.340,6.440,13.080,16.960,18.840,13.800,4.280,2.040,0.040,58.800,52.000,111.000,26.600,96.000,12.800,10.200,2.400,17.400,83.600,191.200,187.600,5.068,4.436,9.886,-0.794,5.364,-8.928,-13.284,-14.690,-8.476,5.612,17.560,17.842
1982,Santa Rosa,-5.440,-3.760,-1.260,0.600,6.020,11.020,15.940,17.680,10.960,4.700,-2.380,-3.280,88.800,56.400,104.800,57.600,30.000,56.800,39.800,5.800,73.600,65.400,129.800,95.400,8.872,5.404,9.770,4.208,-1.646,-2.424,-7.018,-12.156,0.876,3.744,12.578,9.306
1983,Santa Rosa,-1.640,-0.940,0.100,0.120,6.160,10.500,14.820,17.240,12.220,7.220,0.520,-3.320,101.800,146.000,197.600,119.000,69.200,55.400,14.800,54.600,36.600,35.200,190.600,286.800,9.608,13.910,18.860,10.758,2.666,-2.064,-9.664,-4.790,-4.762,-1.144,18.206,28.496
1984,Santa Rosa,-6.900,-3.740,-0.100,0.840,7.440,9.920,17.720,17.880,11.480,3.280,-0.340,-5.660,30.800,91.800,125.000,96.800,72.600,66.000,19.600,16.400,14.600,95.400,176.200,42.600,3.076,8.968,11.456,8.322,2.108,-0.714,-11.134,-10.410,-7.744,7.536,16.864,4.248
1985,Santa Rosa,-7.140,-5.620,-2.300,4.580,7.620,13.660,19.200,15.760,8.820,4.940,-4.100,-4.700,25.600,64.400,70.400,37.200,27.000,3.600,18.000,5.800,50.800,26.600,175.200,74.600,2.552,6.408,6.480,-0.030,-3.264,-10.482,-12.496,-11.282,-0.554,-0.860,17.390,7.372
1986,Santa Rosa,0.240,0.440,3.040,2.440,7.120,14.620,15.780,18.980,8.600,6.420,0.620,-3.380,33.200,226.400,95.400,99.000,53.000,5.800,5.600,5.000,40.400,16.400,38.400,20.200,2.346,21.578,7.152,7.724,-0.132,-11.022,-11.300,-13.078,-1.398,-2.838,2.430,1.676
1987,Santa Rosa,-5.860,-2.280,-0.440,6.480,8.700,13.580,15.180,17.260,14.180,9.460,0.360,-4.040,67.800,92.200,83.400,35.000,130.600,28.600,7.800,6.800,2.000,35.200,77.000,89.600,6.756,8.714,7.360,-1.758,7.462,-7.072,-10.468,-12.052,-11.216,-3.766,6.702,8.804
1988,Santa Rosa,-5.820,-1.320,-0.400,4.200,6.800,14.040,19.060,17.880,11.660,9.980,-0.280,-3.520,91.800,19.200,32.800,80.600,37.000,23.600,7.800,9.200,11.000,5.000,213.200,73.600,9.170,1.038,2.024,4.816,-1.406,-8.124,-14.202,-12.490,-8.346,-8.142,20.694,7.158
1989,Santa Rosa,-5.560,-4.680,0.400,4.640,6.720,12.440,18.280,15.320,12.080,5.580,0.580,-1.860,66.200,68.400,157.000,35.400,38.800,11.800,2.000,10.200,45.800,45.400,85.200,20.600,6.588,6.796,14.768,0.114,-0.848,-9.160,-14.490,-9.960,-4.266,0.934,7.112,1.388
1990,Santa Rosa,-3.120,-5.140,0.900,5.900,5.780,12.620,17.940,17.020,15.160,6.240,-0.320,-9.120,67.800,74.800,46.400,101.800,77.000,15.000,9.600,24.400,10.600,13.000,35.000,59.800,6.430,7.422,2.994,5.990,3.840,-7.860,-12.428,-9.002,-9.858,-3.288,2.462,5.982
1991,Santa Rosa,-4.700,1.360,-1.400,1.020,4.280,10.040,18.140,17.940,13.900,7.400,0.320,-2.840,39.800,40.800,126.800,91.600,116.600,41.200,4.000,9.000,28.400,68.200,101.200,53.000,3.894,2.366,11.968,7.596,8.902,-3.706,-13.548,-11.718,-6.908,1.632,9.138,4.862
1992,Santa Rosa,-2.400,0.400,2.360,5.940,11.680,13.340,15.900,18.300,12.660,7.700,-2.140,-5.780,17.200,70.600,45.800,29.000,4.600,38.000,10.400,9.800,6.600,49.200,92.600,142.400,1.276,5.902,2.286,-1.792,-8.896,-5.850,-10.832,-12.102,-8.588,-0.128,8.790,14.216
1993,Santa Rosa,-7.860,-5.960,1.980,2.360,9.220,9.600,12.700,14.640,12.660,6.940,-2.680,-2.960,144.200,72.400,123.600,70.600,47.200,42.000,22.200,15.600,14.400,44.200,28.600,44.400,14.410,7.216,10.760,5.112,-1.856,-2.382,-7.032,-8.914,-7.926,0.356,2.382,4.090
1994,Santa Rosa,-1.760,-3.920,2.160,3.840,8.820,13.140,19.520,18.920,13.980,5.340,-4.660,-4.020,27.800,110.800,37.800,95.600,69.800,3.200,5.000,3.400,26.800,29.000,165.200,110.400,2.136,10.888,1.580,6.812,1.124,-10.044,-14.456,-13.796,-7.478,-0.578,16.442,10.894
1995,Santa Rosa,-1.520,2.280,-0.500,1.340,5.740,9.920,15.840,16.780,13.580,6.260,3.780,-1.140,143.000,34.000,168.600,107.200,120.000,61.200,16.400,2.600,9.800,9.000,45.600,192.200,13.796,1.438,15.944,9.130,8.690,-0.758,-10.146,-12.534,-8.930,-3.664,1.950,18.556
1996,Santa Rosa,-2.420,-1.960,0.660,3.240,6.460,12.780,18.940,17.920,11.440,5.840,1.220,-1.740,175.200,103.200,98.400,64.600,67.600,31.000,6.800,5.400,20.600,44.600,73.400,249.400,17.144,9.732,8.326,3.860,2.532,-6.816,-13.618,-12.920,-6.718,0.654,5.928,24.432
1997,Santa Rosa,-3.360,-2.980,1.560,1.440,9.960,11.520,16.020,17.780,13.340,5.740,1.600,-3.920,171.600,29.600,49.000,112.400,29.200,74.600,17.600,4.400,9.800,29.600,70.400,52.200,16.922,2.570,3.018,9.566,-4.870,-0.138,-9.950,-12.780,-8.466,-0.800,5.548,5.042
1998,Santa Rosa,-1.080,-2.720,-0.240,1.800,4.760,9.720,19.160,19.120,13.880,4.820,0.260,-4.860,154.000,163.000,138.200,109.200,158.400,64.600,15.400,2.400,79.800,50.600,112.400,52.000,14.748,15.946,12.736,9.172,13.028,-0.274,-12.712,-13.936,-0.188,1.994,10.362,5.144
1999,Santa Rosa,-2.360,-2.180,-0.480,0.880,6.080,11.680,16.940,16.940,13.040,7.980,3.540,-2.500,117.200,109.800,36.800,51.200,61.400,43.200,1.400,6.400,5.200,17.200,40.000,26.000,11.262,10.494,2.582,3.578,1.654,-4.514,-13.688,-11.262,-9.664,-4.824,1.488,2.066
2000,Santa Rosa,-2.540,-0.320,-0.080,5.380,8.140,13.960,17.620,18.540,11.860,5.540,-2.740,-1.780,142.600,179.000,86.600,62.600,49.800,5.000,2.000,13.000,23.600,102.000,29.200,75.200,13.834,17.090,7.424,2.278,-0.864,-10.606,-13.828,-12.186,-6.250,6.814,2.552,6.870
2001,Santa Rosa,-4.300,-3.780,1.900,1.840,10.580,12.580,17.080,19.340,14.320,8.000,1.260,-3.100,70.600,61.600,74.000,73.800,14.000,12.400,21.200,3.400,12.400,12.800,135.600,128.000,6.934,5.978,5.484,5.464,-7.246,-9.050,-10.508,-14.358,-9.590,-4.508,12.084,12.562
2002,Santa Rosa,-3.820,-1.780,-1.560,3.800,7.220,13.780,19.680,16.280,12.920,5.200,1.160,-1.100,98.600,69.800,72.200,49.200,34.400,32.200,4.200,3.600,21.200,12.000,81.800,89.600,9.654,6.322,6.446,1.960,-2.144,-6.992,-14.704,-11.514,-7.176,-2.686,6.658,8.280
2003,Santa Rosa,1.760,-3.120,1.160,1.200,8.200,14.320,20.340,18.440,13.660,9.200,-1.940,-1.500,62.800,33.200,79.200,99.800,84.800,4.800,17.400,20.600,13.400,10.800,111.400,166.800,4.728,2.992,6.314,8.478,2.716,-10.332,-14.162,-10.248,-8.512,-5.476,10.634,16.168
2004,Santa Rosa,-4.440,-3.480,3.960,4.600,7.360,13.320,18.780,17.180,12.060,5.800,-0.180,-1.400,114.400,107.200,29.800,39.800,50.200,21.000,11.600,29.200,16.400,96.400,81.200,72.800,11.352,10.456,-0.124,0.624,-0.236,-7.966,-12.334,-7.964,-6.648,6.442,7.262,6.672
2005,Santa Rosa,-4.060,-2.520,1.260,2.500,7.620,10.280,19.040,18.080,11.300,6.800,1.440,-1.620,104.200,48.200,103.800,99.600,101.800,22.600,5.600,3.600,17.400,47.800,149.000,222.400,10.274,4.416,8.780,7.870,5.474,-5.230,-13.732,-12.510,-7.074,0.532,13.416,21.720
2006,Santa Rosa,-1.460,-2.380,-2.100,3.100,8.900,14.360,20.060,16.840,12.680,5.740,0.300,-3.260,128.200,83.600,91.200,185.200,53.000,16.600,4.200,2.000,7.600,20.400,102.200,69.400,12.234,7.846,8.594,16.368,-1.296,-9.080,-14.416,-11.916,-8.338,-1.930,9.098,6.636
2007,Santa Rosa,-5.500,-1.080,3.240,3.780,9.260,13.840,20.680,18.440,11.880,5.440,1.700,-4.760,22.000,103.800,28.400,60.400,15.200,20.800,2.600,3.000,30.600,74.000,51.800,122.400,2.166,9.632,0.108,3.140,-5.788,-8.494,-15.330,-12.550,-5.474,4.158,3.490,12.178
2008,Santa Rosa,-5.820,-2.120,-0.860,1.180,7.240,12.420,18.420,18.220,13.660,6.840,3.300,-4.040,86.200,82.600,55.000,38.000,58.600,17.600,5.000,3.600,9.000,25.400,81.600,121.000,8.594,7.778,4.554,2.008,1.042,-7.656,-13.308,-12.082,-9.062,-2.052,6.046,11.920
2009,Santa Rosa,-1.420,-1.560,-0.440,2.460,9.800,11.540,18.400,17.020,15.600,4.280,0.920,-5.780,79.000,53.600,64.400,56.200,49.600,101.800,4.200,19.200,7.200,61.800,36.200,89.600,7.214,4.750,5.414,3.424,-2.202,2.938,-12.608,-9.212,-10.134,3.418,2.158,8.954
2010,Santa Rosa,-1.120,-1.060,0.060,1.820,3.500,11.840,17.640,16.480,13.240,8.000,-0.660,-0.800,112.400,50.800,85.000,104.600,89.200,30.000,8.200,13.800,28.200,125.000,107.800,206.000,10.672,4.366,7.298,8.598,6.534,-4.978,-12.268,-10.092,-7.004,8.064,10.052,19.948
