"","years","Tag","Ring_width(mm)"
"46884",1960,"2912549010690-2912561010690",1.06
"46885",1961,"2912549010690-2912561010690",0.73
"46886",1962,"2912549010690-2912561010690",1.03
"46887",1963,"2912549010690-2912561010690",0.74
"46888",1964,"2912549010690-2912561010690",1.08
"46889",1965,"2912549010690-2912561010690",1.02
"46890",1966,"2912549010690-2912561010690",1.26
"46891",1967,"2912549010690-2912561010690",1.38
"46892",1968,"2912549010690-2912561010690",1.38
"46893",1969,"2912549010690-2912561010690",1.34
"46894",1970,"2912549010690-2912561010690",1.46
"46895",1971,"2912549010690-2912561010690",1.38
"46896",1972,"2912549010690-2912561010690",1.41
"46897",1973,"2912549010690-2912561010690",1.46
"46898",1974,"2912549010690-2912561010690",1.37
"46899",1975,"2912549010690-2912561010690",1.38
"46900",1976,"2912549010690-2912561010690",1.14
"46901",1977,"2912549010690-2912561010690",0.96
"46902",1978,"2912549010690-2912561010690",1.08
"46903",1979,"2912549010690-2912561010690",0.97
"46904",1980,"2912549010690-2912561010690",1.05
"46905",1981,"2912549010690-2912561010690",1.15
"46906",1982,"2912549010690-2912561010690",1.27
"46907",1983,"2912549010690-2912561010690",1.52
"46908",1984,"2912549010690-2912561010690",1.57
"46909",1985,"2912549010690-2912561010690",1.41
"46910",1986,"2912549010690-2912561010690",1.52
"46911",1987,"2912549010690-2912561010690",1.34
"46912",1988,"2912549010690-2912561010690",1.45
"46913",1989,"2912549010690-2912561010690",1.37
"46914",1990,"2912549010690-2912561010690",1.47
"46915",1991,"2912549010690-2912561010690",1.12
"46916",1992,"2912549010690-2912561010690",1.44
"46917",1993,"2912549010690-2912561010690",1.21
"46918",1963,"2912644010690-2912662010690",1.19
"46919",1964,"2912644010690-2912662010690",1.01
"46920",1965,"2912644010690-2912662010690",1.17
"46921",1966,"2912644010690-2912662010690",1.4
"46922",1967,"2912644010690-2912662010690",1.5
"46923",1968,"2912644010690-2912662010690",1.32
"46924",1969,"2912644010690-2912662010690",1.73
"46925",1970,"2912644010690-2912662010690",1.44
"46926",1971,"2912644010690-2912662010690",1.2
"46927",1972,"2912644010690-2912662010690",0.89
"46928",1973,"2912644010690-2912662010690",1.31
"46929",1974,"2912644010690-2912662010690",1.44
"46930",1975,"2912644010690-2912662010690",1.32
"46931",1976,"2912644010690-2912662010690",1.2
"46932",1977,"2912644010690-2912662010690",1.32
"46933",1978,"2912644010690-2912662010690",1.34
"46934",1979,"2912644010690-2912662010690",1.2
"46935",1980,"2912644010690-2912662010690",1.02
"46936",1981,"2912644010690-2912662010690",1.06
"46937",1982,"2912644010690-2912662010690",1.14
"46938",1983,"2912644010690-2912662010690",1.34
"46939",1984,"2912644010690-2912662010690",1.43
"46940",1985,"2912644010690-2912662010690",1.85
"46941",1986,"2912644010690-2912662010690",1.63
"46942",1987,"2912644010690-2912662010690",1.31
"46943",1988,"2912644010690-2912662010690",1.32
"46944",1989,"2912644010690-2912662010690",1.32
"46945",1990,"2912644010690-2912662010690",0.76
"46946",1991,"2912644010690-2912662010690",1.44
"46947",1992,"2912644010690-2912662010690",1.63
"46948",1993,"2912644010690-2912662010690",1.06
"46949",1958,"2912877010690-2912883010690",0.54
"46950",1959,"2912877010690-2912883010690",0.55
"46951",1960,"2912877010690-2912883010690",0.76
"46952",1961,"2912877010690-2912883010690",0.65
"46953",1962,"2912877010690-2912883010690",0.88
"46954",1963,"2912877010690-2912883010690",0.93
"46955",1964,"2912877010690-2912883010690",0.97
"46956",1965,"2912877010690-2912883010690",1.73
"46957",1966,"2912877010690-2912883010690",1.11
"46958",1967,"2912877010690-2912883010690",1.34
"46959",1968,"2912877010690-2912883010690",1.64
"46960",1969,"2912877010690-2912883010690",1.3
"46961",1970,"2912877010690-2912883010690",0.92
"46962",1971,"2912877010690-2912883010690",0.86
"46963",1972,"2912877010690-2912883010690",0.91
"46964",1973,"2912877010690-2912883010690",1.72
"46965",1974,"2912877010690-2912883010690",1.24
"46966",1975,"2912877010690-2912883010690",1.39
"46967",1976,"2912877010690-2912883010690",0.75
"46968",1977,"2912877010690-2912883010690",0.17
"46969",1978,"2912877010690-2912883010690",0.55
"46970",1979,"2912877010690-2912883010690",0.76
"46971",1980,"2912877010690-2912883010690",1.47
"46972",1981,"2912877010690-2912883010690",1.32
"46973",1982,"2912877010690-2912883010690",1.43
"46974",1983,"2912877010690-2912883010690",1.77
"46975",1984,"2912877010690-2912883010690",1.59
"46976",1985,"2912877010690-2912883010690",2.07
"46977",1986,"2912877010690-2912883010690",1.66
"46978",1987,"2912877010690-2912883010690",0.6
"46979",1988,"2912877010690-2912883010690",0.76
"46980",1989,"2912877010690-2912883010690",0.91
"46981",1990,"2912877010690-2912883010690",1.94
"46982",1991,"2912877010690-2912883010690",1.05
"46983",1992,"2912877010690-2912883010690",1.28
"46984",1993,"2912877010690-2912883010690",0.41
"46985",1924,"2913084010690-2913114010690",0.93
"46986",1925,"2913084010690-2913114010690",0.91
"46987",1926,"2913084010690-2913114010690",1.05
"46988",1927,"2913084010690-2913114010690",0.58
"46989",1928,"2913084010690-2913114010690",1.19
"46990",1929,"2913084010690-2913114010690",1.44
"46991",1930,"2913084010690-2913114010690",1.84
"46992",1931,"2913084010690-2913114010690",1.26
"46993",1932,"2913084010690-2913114010690",2.98
"46994",1933,"2913084010690-2913114010690",1.92
"46995",1934,"2913084010690-2913114010690",0.85
"46996",1935,"2913084010690-2913114010690",1.07
"46997",1936,"2913084010690-2913114010690",2.16
"46998",1937,"2913084010690-2913114010690",1.86
"46999",1938,"2913084010690-2913114010690",1.29
"47000",1939,"2913084010690-2913114010690",1.28
"47001",1940,"2913084010690-2913114010690",1.09
"47002",1941,"2913084010690-2913114010690",1.38
"47003",1942,"2913084010690-2913114010690",1.35
"47004",1943,"2913084010690-2913114010690",1.06
"47005",1944,"2913084010690-2913114010690",1.31
"47006",1945,"2913084010690-2913114010690",1.49
"47007",1946,"2913084010690-2913114010690",1.45
"47008",1947,"2913084010690-2913114010690",1.46
"47009",1948,"2913084010690-2913114010690",1.52
"47010",1949,"2913084010690-2913114010690",1.58
"47011",1950,"2913084010690-2913114010690",0.91
"47012",1951,"2913084010690-2913114010690",0.72
"47013",1952,"2913084010690-2913114010690",1.91
"47014",1953,"2913084010690-2913114010690",1.08
"47015",1954,"2913084010690-2913114010690",0.91
"47016",1955,"2913084010690-2913114010690",0.63
"47017",1956,"2913084010690-2913114010690",0.69
"47018",1957,"2913084010690-2913114010690",1.32
"47019",1958,"2913084010690-2913114010690",1.15
"47020",1959,"2913084010690-2913114010690",0.57
"47021",1960,"2913084010690-2913114010690",1.06
"47022",1961,"2913084010690-2913114010690",0.64
"47023",1962,"2913084010690-2913114010690",1.21
"47024",1963,"2913084010690-2913114010690",0.59
"47025",1964,"2913084010690-2913114010690",1.31
"47026",1965,"2913084010690-2913114010690",1.68
"47027",1966,"2913084010690-2913114010690",1.24
"47028",1967,"2913084010690-2913114010690",1.27
"47029",1968,"2913084010690-2913114010690",1.05
"47030",1969,"2913084010690-2913114010690",1.38
"47031",1970,"2913084010690-2913114010690",1.06
"47032",1971,"2913084010690-2913114010690",0.99
"47033",1972,"2913084010690-2913114010690",0.64
"47034",1973,"2913084010690-2913114010690",1.46
"47035",1974,"2913084010690-2913114010690",1.07
"47036",1975,"2913084010690-2913114010690",0.95
"47037",1976,"2913084010690-2913114010690",0.86
"47038",1977,"2913084010690-2913114010690",0.84
"47039",1978,"2913084010690-2913114010690",0.83
"47040",1979,"2913084010690-2913114010690",1.29
"47041",1980,"2913084010690-2913114010690",1.04
"47042",1981,"2913084010690-2913114010690",0.92
"47043",1982,"2913084010690-2913114010690",0.95
"47044",1983,"2913084010690-2913114010690",1.34
"47045",1984,"2913084010690-2913114010690",1.5
"47046",1985,"2913084010690-2913114010690",1.88
"47047",1986,"2913084010690-2913114010690",1.17
"47048",1987,"2913084010690-2913114010690",0.9
"47049",1988,"2913084010690-2913114010690",0.81
"47050",1989,"2913084010690-2913114010690",0.84
"47051",1990,"2913084010690-2913114010690",0.67
"47052",1991,"2913084010690-2913114010690",0.66
"47053",1992,"2913084010690-2913114010690",0.87
"47054",1993,"2913084010690-2913114010690",0.6
"47055",1924,"2913234010690-2913248010690",1.45
"47056",1925,"2913234010690-2913248010690",0.56
"47057",1926,"2913234010690-2913248010690",1.37
"47058",1927,"2913234010690-2913248010690",1.26
"47059",1928,"2913234010690-2913248010690",1.82
"47060",1929,"2913234010690-2913248010690",1.72
"47061",1930,"2913234010690-2913248010690",1.52
"47062",1931,"2913234010690-2913248010690",1.48
"47063",1932,"2913234010690-2913248010690",1.9
"47064",1933,"2913234010690-2913248010690",1.9
"47065",1934,"2913234010690-2913248010690",1.15
"47066",1935,"2913234010690-2913248010690",1.42
"47067",1936,"2913234010690-2913248010690",2.97
"47068",1937,"2913234010690-2913248010690",2.99
"47069",1938,"2913234010690-2913248010690",2.2
"47070",1939,"2913234010690-2913248010690",1.9
"47071",1940,"2913234010690-2913248010690",2.27
"47072",1941,"2913234010690-2913248010690",1.71
"47073",1942,"2913234010690-2913248010690",1.58
"47074",1943,"2913234010690-2913248010690",1.63
"47075",1944,"2913234010690-2913248010690",2.14
"47076",1945,"2913234010690-2913248010690",2.65
"47077",1946,"2913234010690-2913248010690",1.76
"47078",1947,"2913234010690-2913248010690",2.55
"47079",1948,"2913234010690-2913248010690",2.67
"47080",1949,"2913234010690-2913248010690",1.82
"47081",1950,"2913234010690-2913248010690",2.22
"47082",1951,"2913234010690-2913248010690",2.15
"47083",1952,"2913234010690-2913248010690",2.06
"47084",1953,"2913234010690-2913248010690",1.9
"47085",1954,"2913234010690-2913248010690",2.55
"47086",1955,"2913234010690-2913248010690",2.97
"47087",1956,"2913234010690-2913248010690",1.87
"47088",1957,"2913234010690-2913248010690",2.2
"47089",1958,"2913234010690-2913248010690",1.69
"47090",1959,"2913234010690-2913248010690",1.36
"47091",1960,"2913234010690-2913248010690",2.03
"47092",1961,"2913234010690-2913248010690",1.87
"47093",1962,"2913234010690-2913248010690",2.46
"47094",1963,"2913234010690-2913248010690",2.04
"47095",1964,"2913234010690-2913248010690",2.37
"47096",1965,"2913234010690-2913248010690",2.37
"47097",1966,"2913234010690-2913248010690",2.03
"47098",1967,"2913234010690-2913248010690",2.46
"47099",1968,"2913234010690-2913248010690",2.88
"47100",1969,"2913234010690-2913248010690",4.23
"47101",1970,"2913234010690-2913248010690",2.45
"47102",1971,"2913234010690-2913248010690",2.54
"47103",1972,"2913234010690-2913248010690",2.63
"47104",1973,"2913234010690-2913248010690",2.28
"47105",1974,"2913234010690-2913248010690",2.21
"47106",1975,"2913234010690-2913248010690",2.28
"47107",1976,"2913234010690-2913248010690",2.12
"47108",1977,"2913234010690-2913248010690",1.61
"47109",1978,"2913234010690-2913248010690",2.21
"47110",1979,"2913234010690-2913248010690",1.69
"47111",1980,"2913234010690-2913248010690",1.95
"47112",1981,"2913234010690-2913248010690",2.96
"47113",1982,"2913234010690-2913248010690",3.39
"47114",1983,"2913234010690-2913248010690",2.71
"47115",1984,"2913234010690-2913248010690",3.3
"47116",1985,"2913234010690-2913248010690",2.28
"47117",1986,"2913234010690-2913248010690",3.48
"47118",1987,"2913234010690-2913248010690",2.62
"47119",1988,"2913234010690-2913248010690",2.54
"47120",1989,"2913234010690-2913248010690",2.2
"47121",1990,"2913234010690-2913248010690",1.7
"47122",1991,"2913234010690-2913248010690",2.62
"47123",1992,"2913234010690-2913248010690",2.46
"47124",1993,"2913234010690-2913248010690",1.44
"47125",1894,"2913519010690-2913527010690",0.46
"47126",1895,"2913519010690-2913527010690",0.53
"47127",1896,"2913519010690-2913527010690",0.36
"47128",1897,"2913519010690-2913527010690",0.81
"47129",1898,"2913519010690-2913527010690",1.32
"47130",1899,"2913519010690-2913527010690",1.18
"47131",1900,"2913519010690-2913527010690",0.77
"47132",1901,"2913519010690-2913527010690",0.57
"47133",1902,"2913519010690-2913527010690",0.68
"47134",1903,"2913519010690-2913527010690",0.88
"47135",1904,"2913519010690-2913527010690",1
"47136",1905,"2913519010690-2913527010690",1.5
"47137",1906,"2913519010690-2913527010690",0.95
"47138",1907,"2913519010690-2913527010690",1.36
"47139",1908,"2913519010690-2913527010690",1.69
"47140",1909,"2913519010690-2913527010690",1.41
"47141",1910,"2913519010690-2913527010690",1.07
"47142",1911,"2913519010690-2913527010690",1.02
"47143",1912,"2913519010690-2913527010690",1.13
"47144",1913,"2913519010690-2913527010690",1.09
"47145",1914,"2913519010690-2913527010690",1.21
"47146",1915,"2913519010690-2913527010690",1.7
"47147",1916,"2913519010690-2913527010690",1.49
"47148",1917,"2913519010690-2913527010690",1.34
"47149",1918,"2913519010690-2913527010690",1.53
"47150",1919,"2913519010690-2913527010690",1.33
"47151",1920,"2913519010690-2913527010690",1.39
"47152",1921,"2913519010690-2913527010690",1.27
"47153",1922,"2913519010690-2913527010690",1.21
"47154",1923,"2913519010690-2913527010690",1.27
"47155",1924,"2913519010690-2913527010690",1.12
"47156",1925,"2913519010690-2913527010690",1.45
"47157",1926,"2913519010690-2913527010690",1.91
"47158",1927,"2913519010690-2913527010690",1.96
"47159",1928,"2913519010690-2913527010690",1.91
"47160",1929,"2913519010690-2913527010690",1.69
"47161",1930,"2913519010690-2913527010690",1.97
"47162",1931,"2913519010690-2913527010690",1.35
"47163",1932,"2913519010690-2913527010690",1.69
"47164",1933,"2913519010690-2913527010690",2.03
"47165",1934,"2913519010690-2913527010690",1.56
"47166",1935,"2913519010690-2913527010690",1.7
"47167",1936,"2913519010690-2913527010690",1.52
"47168",1937,"2913519010690-2913527010690",2.04
"47169",1938,"2913519010690-2913527010690",1.57
"47170",1939,"2913519010690-2913527010690",1.3
"47171",1940,"2913519010690-2913527010690",0.93
"47172",1941,"2913519010690-2913527010690",1.2
"47173",1942,"2913519010690-2913527010690",1.49
"47174",1943,"2913519010690-2913527010690",1.23
"47175",1944,"2913519010690-2913527010690",1.16
"47176",1945,"2913519010690-2913527010690",1.16
"47177",1946,"2913519010690-2913527010690",0.81
"47178",1947,"2913519010690-2913527010690",0.9
"47179",1948,"2913519010690-2913527010690",0.73
"47180",1949,"2913519010690-2913527010690",0.71
"47181",1950,"2913519010690-2913527010690",0.85
"47182",1951,"2913519010690-2913527010690",0.87
"47183",1952,"2913519010690-2913527010690",1.34
"47184",1953,"2913519010690-2913527010690",1.15
"47185",1954,"2913519010690-2913527010690",1.21
"47186",1955,"2913519010690-2913527010690",0.74
"47187",1956,"2913519010690-2913527010690",0.38
"47188",1957,"2913519010690-2913527010690",0.7
"47189",1958,"2913519010690-2913527010690",1.18
"47190",1959,"2913519010690-2913527010690",0.75
"47191",1960,"2913519010690-2913527010690",0.9
"47192",1961,"2913519010690-2913527010690",0.46
"47193",1962,"2913519010690-2913527010690",1.02
"47194",1963,"2913519010690-2913527010690",0.54
"47195",1964,"2913519010690-2913527010690",0.43
"47196",1965,"2913519010690-2913527010690",0.66
"47197",1966,"2913519010690-2913527010690",0.66
"47198",1967,"2913519010690-2913527010690",0.5
"47199",1968,"2913519010690-2913527010690",0.64
"47200",1969,"2913519010690-2913527010690",0.7
"47201",1970,"2913519010690-2913527010690",0.57
"47202",1971,"2913519010690-2913527010690",0.86
"47203",1972,"2913519010690-2913527010690",0.74
"47204",1973,"2913519010690-2913527010690",0.86
"47205",1974,"2913519010690-2913527010690",0.77
"47206",1975,"2913519010690-2913527010690",0.77
"47207",1976,"2913519010690-2913527010690",0.89
"47208",1977,"2913519010690-2913527010690",0.29
"47209",1978,"2913519010690-2913527010690",0.6
"47210",1979,"2913519010690-2913527010690",0.51
"47211",1980,"2913519010690-2913527010690",0.63
"47212",1981,"2913519010690-2913527010690",0.75
"47213",1982,"2913519010690-2913527010690",0.84
"47214",1983,"2913519010690-2913527010690",0.78
"47215",1984,"2913519010690-2913527010690",0.62
"47216",1985,"2913519010690-2913527010690",0.59
"47217",1986,"2913519010690-2913527010690",0.54
"47218",1987,"2913519010690-2913527010690",0.68
"47219",1988,"2913519010690-2913527010690",0.74
"47220",1989,"2913519010690-2913527010690",0.48
"47221",1990,"2913519010690-2913527010690",0.55
"47222",1991,"2913519010690-2913527010690",0.47
"47223",1992,"2913519010690-2913527010690",0.65
"47224",1993,"2913519010690-2913527010690",0.63
"47225",1915,"2913561010690-2913586010690",0.24
"47226",1916,"2913561010690-2913586010690",0.19
"47227",1917,"2913561010690-2913586010690",0.24
"47228",1918,"2913561010690-2913586010690",0.29
"47229",1919,"2913561010690-2913586010690",0.28
"47230",1920,"2913561010690-2913586010690",0.22
"47231",1921,"2913561010690-2913586010690",0.37
"47232",1922,"2913561010690-2913586010690",0.21
"47233",1923,"2913561010690-2913586010690",0.33
"47234",1924,"2913561010690-2913586010690",0.3
"47235",1925,"2913561010690-2913586010690",0.46
"47236",1926,"2913561010690-2913586010690",0.22
"47237",1927,"2913561010690-2913586010690",0.51
"47238",1928,"2913561010690-2913586010690",0.41
"47239",1929,"2913561010690-2913586010690",0.37
"47240",1930,"2913561010690-2913586010690",0.45
"47241",1931,"2913561010690-2913586010690",0.26
"47242",1932,"2913561010690-2913586010690",0.32
"47243",1933,"2913561010690-2913586010690",0.43
"47244",1934,"2913561010690-2913586010690",0.36
"47245",1935,"2913561010690-2913586010690",0.42
"47246",1936,"2913561010690-2913586010690",0.52
"47247",1937,"2913561010690-2913586010690",0.75
"47248",1938,"2913561010690-2913586010690",0.7
"47249",1939,"2913561010690-2913586010690",0.74
"47250",1940,"2913561010690-2913586010690",0.61
"47251",1941,"2913561010690-2913586010690",0.57
"47252",1942,"2913561010690-2913586010690",0.6
"47253",1943,"2913561010690-2913586010690",0.6
"47254",1944,"2913561010690-2913586010690",0.63
"47255",1945,"2913561010690-2913586010690",0.69
"47256",1946,"2913561010690-2913586010690",0.69
"47257",1947,"2913561010690-2913586010690",0.96
"47258",1948,"2913561010690-2913586010690",0.62
"47259",1949,"2913561010690-2913586010690",0.67
"47260",1950,"2913561010690-2913586010690",0.62
"47261",1951,"2913561010690-2913586010690",0.62
"47262",1952,"2913561010690-2913586010690",0.54
"47263",1953,"2913561010690-2913586010690",0.48
"47264",1954,"2913561010690-2913586010690",0.67
"47265",1955,"2913561010690-2913586010690",0.61
"47266",1956,"2913561010690-2913586010690",0.23
"47267",1957,"2913561010690-2913586010690",0.66
"47268",1958,"2913561010690-2913586010690",0.45
"47269",1959,"2913561010690-2913586010690",0.42
"47270",1960,"2913561010690-2913586010690",0.57
"47271",1961,"2913561010690-2913586010690",0.45
"47272",1962,"2913561010690-2913586010690",0.62
"47273",1963,"2913561010690-2913586010690",0.63
"47274",1964,"2913561010690-2913586010690",1.02
"47275",1965,"2913561010690-2913586010690",1.5
"47276",1966,"2913561010690-2913586010690",0.74
"47277",1967,"2913561010690-2913586010690",0.98
"47278",1968,"2913561010690-2913586010690",0.45
"47279",1969,"2913561010690-2913586010690",0.66
"47280",1970,"2913561010690-2913586010690",0.78
"47281",1971,"2913561010690-2913586010690",0.74
"47282",1972,"2913561010690-2913586010690",0.59
"47283",1973,"2913561010690-2913586010690",1.24
"47284",1974,"2913561010690-2913586010690",0.87
"47285",1975,"2913561010690-2913586010690",1.16
"47286",1976,"2913561010690-2913586010690",1.01
"47287",1977,"2913561010690-2913586010690",0.68
"47288",1978,"2913561010690-2913586010690",0.74
"47289",1979,"2913561010690-2913586010690",0.8
"47290",1980,"2913561010690-2913586010690",0.92
"47291",1981,"2913561010690-2913586010690",0.72
"47292",1982,"2913561010690-2913586010690",1
"47293",1983,"2913561010690-2913586010690",0.98
"47294",1984,"2913561010690-2913586010690",1.15
"47295",1985,"2913561010690-2913586010690",1.03
"47296",1986,"2913561010690-2913586010690",1.02
"47297",1987,"2913561010690-2913586010690",0.72
"47298",1988,"2913561010690-2913586010690",0.73
"47299",1989,"2913561010690-2913586010690",0.78
"47300",1990,"2913561010690-2913586010690",0.72
"47301",1991,"2913561010690-2913586010690",0.62
"47302",1992,"2913561010690-2913586010690",0.87
"47303",1993,"2913561010690-2913586010690",0.21
"47304",1935,"2914022010690-2914043010690",0.08
"47305",1936,"2914022010690-2914043010690",0.24
"47306",1937,"2914022010690-2914043010690",0.27
"47307",1938,"2914022010690-2914043010690",0.17
"47308",1939,"2914022010690-2914043010690",0.39
"47309",1940,"2914022010690-2914043010690",0.58
"47310",1941,"2914022010690-2914043010690",0.73
"47311",1942,"2914022010690-2914043010690",0.65
"47312",1943,"2914022010690-2914043010690",0.69
"47313",1944,"2914022010690-2914043010690",0.61
"47314",1945,"2914022010690-2914043010690",1.43
"47315",1946,"2914022010690-2914043010690",0.95
"47316",1947,"2914022010690-2914043010690",1
"47317",1948,"2914022010690-2914043010690",0.95
"47318",1949,"2914022010690-2914043010690",1.3
"47319",1950,"2914022010690-2914043010690",0.93
"47320",1951,"2914022010690-2914043010690",1.3
"47321",1952,"2914022010690-2914043010690",1.14
"47322",1953,"2914022010690-2914043010690",0.9
"47323",1954,"2914022010690-2914043010690",0.13
"47324",1955,"2914022010690-2914043010690",0.93
"47325",1956,"2914022010690-2914043010690",0.95
"47326",1957,"2914022010690-2914043010690",0.85
"47327",1958,"2914022010690-2914043010690",1.05
"47328",1959,"2914022010690-2914043010690",0.82
"47329",1960,"2914022010690-2914043010690",0.99
"47330",1961,"2914022010690-2914043010690",0.59
"47331",1962,"2914022010690-2914043010690",0.75
"47332",1963,"2914022010690-2914043010690",1.17
"47333",1964,"2914022010690-2914043010690",1.02
"47334",1965,"2914022010690-2914043010690",1.26
"47335",1966,"2914022010690-2914043010690",1.41
"47336",1967,"2914022010690-2914043010690",1.76
"47337",1968,"2914022010690-2914043010690",1.77
"47338",1969,"2914022010690-2914043010690",1.63
"47339",1970,"2914022010690-2914043010690",1.26
"47340",1971,"2914022010690-2914043010690",1.74
"47341",1972,"2914022010690-2914043010690",0.81
"47342",1973,"2914022010690-2914043010690",1.48
"47343",1974,"2914022010690-2914043010690",1.38
"47344",1975,"2914022010690-2914043010690",1.26
"47345",1976,"2914022010690-2914043010690",1.1
"47346",1977,"2914022010690-2914043010690",0.95
"47347",1978,"2914022010690-2914043010690",1.36
"47348",1979,"2914022010690-2914043010690",0.92
"47349",1980,"2914022010690-2914043010690",1.24
"47350",1981,"2914022010690-2914043010690",0.94
"47351",1982,"2914022010690-2914043010690",1.12
"47352",1983,"2914022010690-2914043010690",0.9
"47353",1984,"2914022010690-2914043010690",1.19
"47354",1985,"2914022010690-2914043010690",0.96
"47355",1986,"2914022010690-2914043010690",0.43
"47356",1987,"2914022010690-2914043010690",0.75
"47357",1988,"2914022010690-2914043010690",0.73
"47358",1989,"2914022010690-2914043010690",0.81
"47359",1990,"2914022010690-2914043010690",0.78
"47360",1926,"2914391010690-2914398010690",0.72
"47361",1927,"2914391010690-2914398010690",2.04
"47362",1928,"2914391010690-2914398010690",2.21
"47363",1929,"2914391010690-2914398010690",0.35
"47364",1930,"2914391010690-2914398010690",1.41
"47365",1931,"2914391010690-2914398010690",1.69
"47366",1932,"2914391010690-2914398010690",1.27
"47367",1933,"2914391010690-2914398010690",1.69
"47368",1934,"2914391010690-2914398010690",1.7
"47369",1935,"2914391010690-2914398010690",0.34
"47370",1936,"2914391010690-2914398010690",2.11
"47371",1937,"2914391010690-2914398010690",2.46
"47372",1938,"2914391010690-2914398010690",2.28
"47373",1939,"2914391010690-2914398010690",2.97
"47374",1940,"2914391010690-2914398010690",2.71
"47375",1941,"2914391010690-2914398010690",2.87
"47376",1942,"2914391010690-2914398010690",2.63
"47377",1943,"2914391010690-2914398010690",3.98
"47378",1944,"2914391010690-2914398010690",3.32
"47379",1945,"2914391010690-2914398010690",4.36
"47380",1946,"2914391010690-2914398010690",4.5
"47381",1947,"2914391010690-2914398010690",3.74
"47382",1948,"2914391010690-2914398010690",3.48
"47383",1949,"2914391010690-2914398010690",3.47
"47384",1950,"2914391010690-2914398010690",2.38
"47385",1951,"2914391010690-2914398010690",2.74
"47386",1952,"2914391010690-2914398010690",2.98
"47387",1953,"2914391010690-2914398010690",1.69
"47388",1954,"2914391010690-2914398010690",1.62
"47389",1955,"2914391010690-2914398010690",1.87
"47390",1956,"2914391010690-2914398010690",0.33
"47391",1957,"2914391010690-2914398010690",2.21
"47392",1958,"2914391010690-2914398010690",3.39
"47393",1959,"2914391010690-2914398010690",1.37
"47394",1960,"2914391010690-2914398010690",2.37
"47395",1961,"2914391010690-2914398010690",1.36
"47396",1962,"2914391010690-2914398010690",2.28
"47397",1963,"2914391010690-2914398010690",1.7
"47398",1964,"2914391010690-2914398010690",1.86
"47399",1965,"2914391010690-2914398010690",2.71
"47400",1966,"2914391010690-2914398010690",2.03
"47401",1967,"2914391010690-2914398010690",1.86
"47402",1968,"2914391010690-2914398010690",1.95
"47403",1969,"2914391010690-2914398010690",3.81
"47404",1970,"2914391010690-2914398010690",2.71
"47405",1971,"2914391010690-2914398010690",1.69
"47406",1972,"2914391010690-2914398010690",1.53
"47407",1973,"2914391010690-2914398010690",2.54
"47408",1974,"2914391010690-2914398010690",2.62
"47409",1975,"2914391010690-2914398010690",1.78
"47410",1976,"2914391010690-2914398010690",1.78
"47411",1977,"2914391010690-2914398010690",0.51
"47412",1978,"2914391010690-2914398010690",2.2
"47413",1979,"2914391010690-2914398010690",2.28
"47414",1980,"2914391010690-2914398010690",2.04
"47415",1981,"2914391010690-2914398010690",1.77
"47416",1982,"2914391010690-2914398010690",2.04
"47417",1983,"2914391010690-2914398010690",2.71
"47418",1984,"2914391010690-2914398010690",2.79
"47419",1985,"2914391010690-2914398010690",2.88
"47420",1986,"2914391010690-2914398010690",3.3
"47421",1987,"2914391010690-2914398010690",2.46
"47422",1988,"2914391010690-2914398010690",2.46
"47423",1989,"2914391010690-2914398010690",1.01
"47424",1990,"2914391010690-2914398010690",0.85
"47425",1991,"2914391010690-2914398010690",1.01
"47426",1992,"2914391010690-2914398010690",1.1
"47427",1993,"2914391010690-2914398010690",1.11
"47428",1919,"2914491010690-2914500010690",0.22
"47429",1920,"2914491010690-2914500010690",0.1
"47430",1921,"2914491010690-2914500010690",0.11
"47431",1922,"2914491010690-2914500010690",0.26
"47432",1923,"2914491010690-2914500010690",0.4
"47433",1924,"2914491010690-2914500010690",0.25
"47434",1925,"2914491010690-2914500010690",0.52
"47435",1926,"2914491010690-2914500010690",0.81
"47436",1927,"2914491010690-2914500010690",0.39
"47437",1928,"2914491010690-2914500010690",0.63
"47438",1929,"2914491010690-2914500010690",0.48
"47439",1930,"2914491010690-2914500010690",0.46
"47440",1931,"2914491010690-2914500010690",0.48
"47441",1932,"2914491010690-2914500010690",0.48
"47442",1933,"2914491010690-2914500010690",0.67
"47443",1934,"2914491010690-2914500010690",0.55
"47444",1935,"2914491010690-2914500010690",0.58
"47445",1936,"2914491010690-2914500010690",0.94
"47446",1937,"2914491010690-2914500010690",1.25
"47447",1938,"2914491010690-2914500010690",1.23
"47448",1939,"2914491010690-2914500010690",1.49
"47449",1940,"2914491010690-2914500010690",0.93
"47450",1941,"2914491010690-2914500010690",1.59
"47451",1942,"2914491010690-2914500010690",1.68
"47452",1943,"2914491010690-2914500010690",1.77
"47453",1944,"2914491010690-2914500010690",1.96
"47454",1945,"2914491010690-2914500010690",2.01
"47455",1946,"2914491010690-2914500010690",2.05
"47456",1947,"2914491010690-2914500010690",2.48
"47457",1948,"2914491010690-2914500010690",2.29
"47458",1949,"2914491010690-2914500010690",1.77
"47459",1950,"2914491010690-2914500010690",2.03
"47460",1951,"2914491010690-2914500010690",2.26
"47461",1952,"2914491010690-2914500010690",2.74
"47462",1953,"2914491010690-2914500010690",2.17
"47463",1954,"2914491010690-2914500010690",2.31
"47464",1955,"2914491010690-2914500010690",2.18
"47465",1956,"2914491010690-2914500010690",1.69
